hhid,sectionn1,sectionn3,sectionn4,sectionn5
719,kerosene stove,no,,
719,modern bed,no,,
719,sofa/couch,no,,
719,modern chair,no,,
719,modern table,no,,
719,radio,no,,
719,television,no,,
719,electric fan,no,,
719,mobile phone,no,,
719,bicycle,no,,
719,motorbike,no,,
719,car or truck,no,,
719,grain mill house,no,,
719,sewing machine,no,,
720,axe(metrebia),yes,2,100
720,pick-axe (doma),no,,
720,sickle,yes,1,65
720,plough (include all related parts),yes,1,180
720,yoke,yes,1,30
720,hay fork,yes,1,25
720,shovel,no,,
720,hoe,no,,
720,winnower,no,,
720,horse/donkey cart for agriculture,no,,
720,water pump,no,,
720,tractor/hand-held motorized tiller,no,,
720,chemical sprayer (mercha),no,,
720,improved charcoal/wood stove,no,,
720,kerosene stove,no,,
720,modern bed,no,,
720,sofa/couch,no,,
720,modern chair,no,,
720,modern table,no,,
720,radio,no,,
720,television,no,,
720,electric fan,no,,
720,mobile phone,no,,
720,bicycle,no,,
720,motorbike,no,,
720,car or truck,no,,
720,grain mill house,no,,
720,sewing machine,no,,
721,axe(metrebia),yes,2,30
721,pick-axe (doma),no,,
721,sickle,yes,1,66
721,plough (include all related parts),yes,1,150
721,yoke,yes,1,20
721,hay fork,yes,1,25
721,shovel,no,,
721,hoe,no,,
721,winnower,no,,
721,horse/donkey cart for agriculture,no,,
721,water pump,no,,
721,tractor/hand-held motorized tiller,no,,
721,chemical sprayer (mercha),no,,
721,improved charcoal/wood stove,no,,
721,kerosene stove,no,,
721,modern bed,no,,
721,sofa/couch,no,,
721,modern chair,no,,
721,modern table,no,,
721,radio,no,,
721,television,no,,
721,electric fan,no,,
721,mobile phone,no,,
721,bicycle,no,,
721,motorbike,no,,
721,car or truck,no,,
721,grain mill house,no,,
721,sewing machine,no,,
722,axe(metrebia),yes,3,85
722,pick-axe (doma),no,,
722,sickle,yes,2,100
722,plough (include all related parts),yes,1,160
722,yoke,yes,1,30
722,hay fork,yes,1,25
722,shovel,yes,1,30
722,hoe,no,,
722,winnower,yes,1,25
722,horse/donkey cart for agriculture,no,,
722,water pump,no,,
722,tractor/hand-held motorized tiller,no,,
722,chemical sprayer (mercha),no,,
722,improved charcoal/wood stove,no,,
722,kerosene stove,no,,
722,modern bed,no,,
722,sofa/couch,no,,
722,modern chair,no,,
722,modern table,no,,
722,radio,no,,
722,television,no,,
722,electric fan,no,,
722,mobile phone,no,,
722,bicycle,no,,
722,motorbike,no,,
722,car or truck,no,,
722,grain mill house,no,,
722,sewing machine,no,,
723,axe(metrebia),yes,2,60
723,pick-axe (doma),no,,
723,sickle,yes,3,120
723,plough (include all related parts),yes,1,190
723,yoke,yes,1,30
723,hay fork,yes,1,25
723,shovel,yes,1,20
723,hoe,no,,
723,winnower,no,,
723,horse/donkey cart for agriculture,no,,
723,water pump,no,,
723,tractor/hand-held motorized tiller,no,,
723,chemical sprayer (mercha),no,,
723,improved charcoal/wood stove,no,,
723,kerosene stove,no,,
723,modern bed,no,,
723,sofa/couch,no,,
723,modern chair,no,,
723,modern table,no,,
723,radio,no,,
723,television,no,,
723,electric fan,no,,
723,mobile phone,no,,
723,bicycle,no,,
723,motorbike,no,,
723,car or truck,no,,
723,grain mill house,no,,
723,sewing machine,no,,
724,axe(metrebia),yes,3,150
724,pick-axe (doma),no,,
724,sickle,yes,3,200
724,plough (include all related parts),yes,1,180
724,yoke,yes,1,30
724,hay fork,yes,1,30
724,shovel,yes,1,25
724,hoe,no,,
724,winnower,no,,
724,horse/donkey cart for agriculture,no,,
724,water pump,no,,
724,tractor/hand-held motorized tiller,no,,
724,chemical sprayer (mercha),no,,
724,improved charcoal/wood stove,no,,
724,kerosene stove,no,,
724,modern bed,no,,
724,sofa/couch,no,,
724,modern chair,no,,
724,modern table,no,,
724,radio,yes,1,300
724,television,no,,
724,electric fan,no,,
724,mobile phone,no,,
724,bicycle,no,,
724,motorbike,no,,
724,car or truck,no,,
724,grain mill house,no,,
724,sewing machine,no,,
725,axe(metrebia),yes,1,40
725,pick-axe (doma),no,,
725,sickle,yes,3,90
725,plough (include all related parts),yes,1,80
725,yoke,yes,1,30
725,hay fork,yes,3,15
725,shovel,yes,2,10
725,hoe,yes,3,45
725,winnower,yes,1,10
725,horse/donkey cart for agriculture,no,,
725,water pump,no,,
725,tractor/hand-held motorized tiller,no,,
725,chemical sprayer (mercha),no,,
725,improved charcoal/wood stove,no,,
725,kerosene stove,no,,
725,modern bed,no,,
725,sofa/couch,no,,
725,modern chair,no,,
725,modern table,no,,
725,radio,yes,1,150
725,television,no,,
725,electric fan,no,,
725,mobile phone,no,,
725,bicycle,no,,
725,motorbike,no,,
725,car or truck,no,,
725,grain mill house,no,,
725,sewing machine,no,,
726,axe(metrebia),yes,3,90
726,pick-axe (doma),yes,1,45
726,sickle,yes,2,60
726,plough (include all related parts),yes,1,115
726,yoke,yes,1,30
726,hay fork,yes,1,20
726,shovel,yes,1,25
726,hoe,no,,
726,winnower,no,,
726,horse/donkey cart for agriculture,no,,
726,water pump,no,,
726,tractor/hand-held motorized tiller,no,,
726,chemical sprayer (mercha),no,,
726,improved charcoal/wood stove,no,,
726,kerosene stove,no,,
726,modern bed,no,,
726,sofa/couch,no,,
726,modern chair,no,,
726,modern table,no,,
726,radio,yes,1,120
726,television,no,,
726,electric fan,no,,
726,mobile phone,yes,1,400
726,bicycle,no,,
726,motorbike,no,,
726,car or truck,no,,
726,grain mill house,no,,
726,sewing machine,no,,
727,axe(metrebia),yes,2,60
727,pick-axe (doma),no,,
727,sickle,yes,2,90
727,plough (include all related parts),yes,1,170
727,yoke,yes,1,30
727,hay fork,yes,1,40
727,shovel,yes,1,25
727,hoe,no,,
727,winnower,no,,
727,horse/donkey cart for agriculture,no,,
727,water pump,no,,
727,tractor/hand-held motorized tiller,no,,
727,chemical sprayer (mercha),no,,
727,improved charcoal/wood stove,no,,
727,kerosene stove,no,,
727,modern bed,no,,
727,sofa/couch,no,,
727,modern chair,no,,
727,modern table,no,,
727,radio,no,,
727,television,no,,
727,electric fan,no,,
727,mobile phone,no,,
727,bicycle,no,,
727,motorbike,no,,
727,car or truck,no,,
727,grain mill house,no,,
727,sewing machine,no,,
728,axe(metrebia),yes,2,80
728,pick-axe (doma),yes,1,50
728,sickle,yes,2,130
728,plough (include all related parts),yes,10,270
728,yoke,yes,2,170
728,hay fork,no,,
728,shovel,yes,1,35
728,hoe,yes,5,35
728,winnower,yes,1,100
728,horse/donkey cart for agriculture,no,,
728,water pump,no,,
728,tractor/hand-held motorized tiller,no,,
728,chemical sprayer (mercha),no,,
728,improved charcoal/wood stove,yes,1,100
728,kerosene stove,no,,
728,modern bed,no,,
728,sofa/couch,no,,
728,modern chair,no,,
728,modern table,no,,
728,radio,yes,1,200
728,television,no,,
728,electric fan,no,,
728,mobile phone,yes,1,500
728,bicycle,no,,
728,motorbike,no,,
728,car or truck,no,,
728,grain mill house,no,,
728,sewing machine,no,,
729,axe(metrebia),yes,4,80
729,pick-axe (doma),no,,
729,sickle,yes,2,120
729,plough (include all related parts),yes,10,165
729,yoke,yes,2,100
729,hay fork,no,,
729,shovel,yes,1,60
729,hoe,yes,4,40
729,winnower,yes,4,40
729,horse/donkey cart for agriculture,no,,
729,water pump,no,,
729,tractor/hand-held motorized tiller,no,,
729,chemical sprayer (mercha),no,,
729,improved charcoal/wood stove,no,,
729,kerosene stove,no,,
729,modern bed,no,,
729,sofa/couch,no,,
729,modern chair,no,,
729,modern table,no,,
729,radio,yes,1,300
729,television,no,,
729,electric fan,no,,
729,mobile phone,yes,1,300
729,bicycle,no,,
729,motorbike,no,,
729,car or truck,no,,
729,grain mill house,no,,
729,sewing machine,no,,
730,axe(metrebia),yes,2,50
730,pick-axe (doma),yes,1,100
730,sickle,yes,2,100
730,plough (include all related parts),yes,7,160
730,yoke,yes,2,80
730,hay fork,no,,
730,shovel,no,,
730,hoe,yes,2,40
730,winnower,yes,1,50
730,horse/donkey cart for agriculture,no,,
730,water pump,no,,
730,tractor/hand-held motorized tiller,no,,
730,chemical sprayer (mercha),no,,
730,improved charcoal/wood stove,yes,1,60
730,kerosene stove,no,,
730,modern bed,no,,
730,sofa/couch,no,,
730,modern chair,no,,
730,modern table,no,,
730,radio,no,,
730,television,no,,
730,electric fan,no,,
730,mobile phone,no,,
730,bicycle,no,,
730,motorbike,no,,
730,car or truck,no,,
730,grain mill house,no,,
730,sewing machine,no,,
731,axe(metrebia),yes,2,50
731,pick-axe (doma),no,,
731,sickle,yes,2,80
731,plough (include all related parts),yes,10,165
731,yoke,yes,2,60
731,hay fork,no,,
731,shovel,no,,
731,hoe,yes,3,30
731,winnower,no,,
731,horse/donkey cart for agriculture,no,,
731,water pump,no,,
731,tractor/hand-held motorized tiller,no,,
731,chemical sprayer (mercha),no,,
731,improved charcoal/wood stove,no,,
731,kerosene stove,no,,
731,modern bed,no,,
731,sofa/couch,no,,
731,modern chair,no,,
731,modern table,no,,
731,radio,no,,
731,television,no,,
731,electric fan,no,,
731,mobile phone,yes,1,500
731,bicycle,no,,
731,motorbike,no,,
731,car or truck,no,,
731,grain mill house,no,,
731,sewing machine,no,,
732,axe(metrebia),no,,
732,pick-axe (doma),no,,
732,sickle,yes,2,80
732,plough (include all related parts),yes,10,194
732,yoke,yes,2,62
732,hay fork,no,,
732,shovel,no,,
732,hoe,yes,1,10
732,winnower,yes,3,30
732,horse/donkey cart for agriculture,no,,
732,water pump,no,,
732,tractor/hand-held motorized tiller,no,,
732,chemical sprayer (mercha),no,,
732,improved charcoal/wood stove,no,,
732,kerosene stove,no,,
732,modern bed,no,,
732,sofa/couch,no,,
732,modern chair,no,,
732,modern table,no,,
732,radio,no,,
732,television,no,,
732,electric fan,no,,
732,mobile phone,no,,
732,bicycle,no,,
732,motorbike,no,,
732,car or truck,no,,
732,grain mill house,no,,
732,sewing machine,no,,
733,axe(metrebia),yes,1,30
733,pick-axe (doma),no,,
733,sickle,yes,2,50
733,plough (include all related parts),yes,6,138
733,yoke,yes,2,70
733,hay fork,no,,
733,shovel,no,,
733,hoe,yes,3,40
733,winnower,yes,1,10
733,horse/donkey cart for agriculture,no,,
733,water pump,no,,
733,tractor/hand-held motorized tiller,no,,
733,chemical sprayer (mercha),no,,
733,improved charcoal/wood stove,no,,
733,kerosene stove,no,,
733,modern bed,no,,
733,sofa/couch,no,,
733,modern chair,no,,
733,modern table,no,,
733,radio,no,,
733,television,no,,
733,electric fan,no,,
733,mobile phone,no,,
733,bicycle,no,,
733,motorbike,no,,
733,car or truck,no,,
733,grain mill house,no,,
733,sewing machine,no,,
734,axe(metrebia),yes,3,180
734,pick-axe (doma),no,,
734,sickle,yes,3,90
734,plough (include all related parts),yes,11,340
734,yoke,yes,8,140
734,hay fork,no,,
734,shovel,yes,1,50
734,hoe,yes,3,45
734,winnower,yes,2,40
734,horse/donkey cart for agriculture,no,,
734,water pump,no,,
734,tractor/hand-held motorized tiller,no,,
734,chemical sprayer (mercha),no,,
734,improved charcoal/wood stove,no,,
734,kerosene stove,no,,
734,modern bed,no,,
734,sofa/couch,no,,
734,modern chair,no,,
734,modern table,no,,
734,radio,yes,1,100
734,television,no,,
734,electric fan,no,,
734,mobile phone,no,,
734,bicycle,no,,
734,motorbike,no,,
734,car or truck,no,,
734,grain mill house,no,,
734,sewing machine,no,,
735,axe(metrebia),yes,2,90
735,pick-axe (doma),no,,
735,sickle,yes,4,150
735,plough (include all related parts),yes,17,370
735,yoke,yes,3,170
735,hay fork,no,,
735,shovel,yes,1,40
735,hoe,yes,5,60
735,winnower,yes,2,30
735,horse/donkey cart for agriculture,yes,1,6000
735,water pump,no,,
735,tractor/hand-held motorized tiller,no,,
735,chemical sprayer (mercha),yes,1,400
735,improved charcoal/wood stove,yes,1,90
735,kerosene stove,no,,
735,modern bed,yes,1,1500
735,sofa/couch,no,,
735,modern chair,no,,
735,modern table,no,,
735,radio,yes,1,200
735,television,no,,
735,electric fan,no,,
735,mobile phone,yes,1,400
735,bicycle,no,,
735,motorbike,no,,
735,car or truck,no,,
735,grain mill house,no,,
735,sewing machine,yes,1,2000
736,axe(metrebia),yes,1,80
736,pick-axe (doma),no,,
736,sickle,yes,2,180
736,plough (include all related parts),yes,9,225
736,yoke,yes,2,120
736,hay fork,yes,4,80
736,shovel,no,,
736,hoe,yes,2,40
736,winnower,no,,
736,horse/donkey cart for agriculture,no,,
736,water pump,no,,
736,tractor/hand-held motorized tiller,no,,
736,chemical sprayer (mercha),no,,
736,improved charcoal/wood stove,no,,
736,kerosene stove,no,,
736,modern bed,yes,1,500
736,sofa/couch,no,,
736,modern chair,no,,
736,modern table,no,,
736,radio,yes,1,250
736,television,no,,
736,electric fan,no,,
736,mobile phone,no,,
736,bicycle,no,,
736,motorbike,no,,
736,car or truck,no,,
736,grain mill house,no,,
736,sewing machine,no,,
737,axe(metrebia),yes,2,60
737,pick-axe (doma),no,,
737,sickle,yes,2,40
737,plough (include all related parts),yes,7,120
737,yoke,yes,2,90
737,hay fork,no,,
737,shovel,no,,
737,hoe,yes,2,20
737,winnower,yes,2,20
737,horse/donkey cart for agriculture,no,,
737,water pump,no,,
737,tractor/hand-held motorized tiller,no,,
737,chemical sprayer (mercha),no,,
737,improved charcoal/wood stove,yes,1,60
737,kerosene stove,no,,
737,modern bed,no,,
737,sofa/couch,no,,
737,modern chair,no,,
737,modern table,no,,
737,radio,yes,1,70
737,television,no,,
737,electric fan,no,,
737,mobile phone,no,,
737,bicycle,no,,
737,motorbike,no,,
737,car or truck,no,,
737,grain mill house,no,,
737,sewing machine,no,,
738,axe(metrebia),yes,5,220
738,pick-axe (doma),no,,
738,sickle,yes,1,65
738,plough (include all related parts),yes,17,425
738,yoke,yes,2,200
738,hay fork,no,,
738,shovel,yes,1,30
738,hoe,yes,2,20
738,winnower,yes,4,80
738,horse/donkey cart for agriculture,no,,
738,water pump,no,,
738,tractor/hand-held motorized tiller,no,,
738,chemical sprayer (mercha),no,,
738,improved charcoal/wood stove,no,,
738,kerosene stove,no,,
738,modern bed,no,,
738,sofa/couch,no,,
738,modern chair,no,,
738,modern table,no,,
738,radio,yes,1,400
738,television,no,,
738,electric fan,no,,
738,mobile phone,no,,
738,bicycle,no,,
738,motorbike,no,,
738,car or truck,no,,
738,grain mill house,no,,
738,sewing machine,no,,
739,axe(metrebia),yes,1,20
739,pick-axe (doma),no,,
739,sickle,yes,2,120
739,plough (include all related parts),yes,9,170
739,yoke,yes,2,70
739,hay fork,no,,
739,shovel,yes,1,40
739,hoe,yes,3,50
739,winnower,yes,2,30
739,horse/donkey cart for agriculture,no,,
739,water pump,no,,
739,tractor/hand-held motorized tiller,no,,
739,chemical sprayer (mercha),no,,
739,improved charcoal/wood stove,yes,1,90
739,kerosene stove,no,,
739,modern bed,no,,
739,sofa/couch,no,,
739,modern chair,no,,
739,modern table,no,,
739,radio,no,,
739,television,no,,
739,electric fan,no,,
739,mobile phone,no,,
739,bicycle,no,,
739,motorbike,no,,
739,car or truck,no,,
739,grain mill house,no,,
739,sewing machine,no,,
740,axe(metrebia),yes,2,170
740,pick-axe (doma),no,,
740,sickle,yes,3,180
740,plough (include all related parts),yes,10,400
740,yoke,yes,2,130
740,hay fork,no,,
740,shovel,yes,1,50
740,hoe,yes,8,120
740,winnower,yes,5,50
740,horse/donkey cart for agriculture,no,,
740,water pump,no,,
740,tractor/hand-held motorized tiller,no,,
740,chemical sprayer (mercha),no,,
740,improved charcoal/wood stove,yes,1,100
740,kerosene stove,no,,
740,modern bed,no,,
740,sofa/couch,no,,
740,modern chair,no,,
740,modern table,no,,
740,radio,no,,
740,television,no,,
740,electric fan,no,,
740,mobile phone,yes,1,500
740,bicycle,no,,
740,motorbike,no,,
740,car or truck,no,,
740,grain mill house,no,,
740,sewing machine,no,,
741,axe(metrebia),yes,2,40
741,pick-axe (doma),no,,
741,sickle,yes,2,50
741,plough (include all related parts),yes,7,180
741,yoke,yes,2,60
741,hay fork,no,,
741,shovel,no,,
741,hoe,yes,3,30
741,winnower,yes,1,15
741,horse/donkey cart for agriculture,no,,
741,water pump,no,,
741,tractor/hand-held motorized tiller,no,,
741,chemical sprayer (mercha),no,,
741,improved charcoal/wood stove,yes,1,60
741,kerosene stove,no,,
741,modern bed,no,,
741,sofa/couch,no,,
741,modern chair,no,,
741,modern table,no,,
741,radio,yes,1,200
741,television,no,,
741,electric fan,no,,
741,mobile phone,no,,
741,bicycle,no,,
741,motorbike,no,,
741,car or truck,no,,
741,grain mill house,no,,
741,sewing machine,no,,
742,axe(metrebia),yes,2,50
742,pick-axe (doma),no,,
742,sickle,yes,2,80
742,plough (include all related parts),yes,9,240
742,yoke,yes,2,110
742,hay fork,no,,
742,shovel,no,,
742,hoe,yes,2,35
742,winnower,yes,2,20
742,horse/donkey cart for agriculture,no,,
742,water pump,no,,
742,tractor/hand-held motorized tiller,no,,
742,chemical sprayer (mercha),no,,
742,improved charcoal/wood stove,yes,1,60
742,kerosene stove,no,,
742,modern bed,no,,
742,sofa/couch,no,,
742,modern chair,no,,
742,modern table,no,,
742,radio,no,,
742,television,no,,
742,electric fan,no,,
742,mobile phone,no,,
742,bicycle,no,,
742,motorbike,no,,
742,car or truck,no,,
742,grain mill house,no,,
742,sewing machine,no,,
743,axe(metrebia),yes,1,20
743,pick-axe (doma),no,,
743,sickle,yes,2,90
743,plough (include all related parts),yes,7,170
743,yoke,yes,2,60
743,hay fork,no,,
743,shovel,no,,
743,hoe,yes,2,20
743,winnower,yes,2,20
743,horse/donkey cart for agriculture,no,,
743,water pump,no,,
743,tractor/hand-held motorized tiller,no,,
743,chemical sprayer (mercha),no,,
743,improved charcoal/wood stove,yes,1,60
743,kerosene stove,no,,
743,modern bed,no,,
743,sofa/couch,no,,
743,modern chair,no,,
743,modern table,no,,
743,radio,yes,1,160
743,television,no,,
743,electric fan,no,,
743,mobile phone,no,,
743,bicycle,no,,
743,motorbike,no,,
743,car or truck,no,,
743,grain mill house,no,,
743,sewing machine,no,,
744,axe(metrebia),yes,3,155
744,pick-axe (doma),no,,
744,sickle,yes,4,150
744,plough (include all related parts),yes,12,315
744,yoke,yes,4,160
744,hay fork,no,,
744,shovel,yes,1,50
744,hoe,yes,5,75
744,winnower,yes,4,60
744,horse/donkey cart for agriculture,no,,
744,water pump,no,,
744,tractor/hand-held motorized tiller,no,,
744,chemical sprayer (mercha),no,,
744,improved charcoal/wood stove,yes,1,90
744,kerosene stove,no,,
744,modern bed,no,,
744,sofa/couch,no,,
744,modern chair,no,,
744,modern table,no,,
744,radio,no,,
744,television,no,,
744,electric fan,no,,
744,mobile phone,no,,
744,bicycle,no,,
744,motorbike,no,,
744,car or truck,no,,
744,grain mill house,no,,
744,sewing machine,no,,
745,axe(metrebia),yes,2,70
745,pick-axe (doma),no,,
745,sickle,yes,3,45
745,plough (include all related parts),yes,10,215
745,yoke,yes,2,55
745,hay fork,no,,
745,shovel,no,,
745,hoe,yes,3,30
745,winnower,yes,2,20
745,horse/donkey cart for agriculture,no,,
745,water pump,no,,
745,tractor/hand-held motorized tiller,no,,
745,chemical sprayer (mercha),no,,
745,improved charcoal/wood stove,no,,
745,kerosene stove,no,,
745,modern bed,no,,
745,sofa/couch,no,,
745,modern chair,no,,
745,modern table,no,,
745,radio,no,,
745,television,no,,
745,electric fan,no,,
745,mobile phone,no,,
745,bicycle,no,,
745,motorbike,no,,
745,car or truck,no,,
745,grain mill house,no,,
745,sewing machine,no,,
746,axe(metrebia),yes,1,30
746,pick-axe (doma),no,,
746,sickle,yes,3,95
746,plough (include all related parts),yes,11,215
746,yoke,yes,2,90
746,hay fork,no,,
746,shovel,no,,
746,hoe,yes,3,30
746,winnower,yes,2,20
746,horse/donkey cart for agriculture,no,,
746,water pump,no,,
746,tractor/hand-held motorized tiller,no,,
746,chemical sprayer (mercha),no,,
746,improved charcoal/wood stove,yes,1,60
746,kerosene stove,no,,
746,modern bed,no,,
746,sofa/couch,no,,
746,modern chair,no,,
746,modern table,no,,
746,radio,no,,
746,television,no,,
746,electric fan,no,,
746,mobile phone,no,,
746,bicycle,no,,
746,motorbike,no,,
746,car or truck,no,,
746,grain mill house,no,,
746,sewing machine,no,,
747,axe(metrebia),yes,2,45
747,pick-axe (doma),yes,1,30
747,sickle,yes,2,20
747,plough (include all related parts),yes,10,195
747,yoke,yes,2,90
747,hay fork,no,,
747,shovel,no,,
747,hoe,yes,2,20
747,winnower,yes,1,10
747,horse/donkey cart for agriculture,no,,
747,water pump,no,,
747,tractor/hand-held motorized tiller,no,,
747,chemical sprayer (mercha),no,,
747,improved charcoal/wood stove,yes,1,60
747,kerosene stove,no,,
747,modern bed,no,,
747,sofa/couch,no,,
747,modern chair,no,,
747,modern table,no,,
747,radio,yes,1,200
747,television,no,,
747,electric fan,no,,
747,mobile phone,no,,
747,bicycle,no,,
747,motorbike,no,,
747,car or truck,no,,
747,grain mill house,no,,
747,sewing machine,no,,
748,axe(metrebia),yes,4,190
748,pick-axe (doma),yes,1,40
748,sickle,yes,4,100
748,plough (include all related parts),yes,11,275
748,yoke,yes,3,80
748,hay fork,no,,
748,shovel,yes,1,35
748,hoe,yes,4,40
748,winnower,yes,2,20
748,horse/donkey cart for agriculture,no,,
748,water pump,no,,
748,tractor/hand-held motorized tiller,no,,
748,chemical sprayer (mercha),no,,
748,improved charcoal/wood stove,yes,1,20
748,kerosene stove,no,,
748,modern bed,yes,1,1500
748,sofa/couch,no,,
748,modern chair,no,,
748,modern table,yes,2,100
748,radio,no,,
748,television,no,,
748,electric fan,no,,
748,mobile phone,yes,3,1450
748,bicycle,no,,
748,motorbike,no,,
748,car or truck,no,,
748,grain mill house,yes,1,33300
748,sewing machine,no,,
749,axe(metrebia),yes,1,25
749,pick-axe (doma),no,,
749,sickle,yes,2,70
749,plough (include all related parts),yes,4,125
749,yoke,yes,2,70
749,hay fork,no,,
749,shovel,no,,
749,hoe,yes,2,30
749,winnower,yes,2,20
749,horse/donkey cart for agriculture,no,,
749,water pump,no,,
749,tractor/hand-held motorized tiller,no,,
749,chemical sprayer (mercha),no,,
749,improved charcoal/wood stove,yes,1,60
749,kerosene stove,no,,
749,modern bed,no,,
749,sofa/couch,no,,
749,modern chair,no,,
749,modern table,no,,
749,radio,no,,
749,television,no,,
749,electric fan,no,,
749,mobile phone,no,,
749,bicycle,no,,
749,motorbike,no,,
749,car or truck,no,,
749,grain mill house,no,,
749,sewing machine,no,,
750,axe(metrebia),yes,1,20
750,pick-axe (doma),no,,
750,sickle,yes,2,60
750,plough (include all related parts),yes,7,100
750,yoke,yes,2,50
750,hay fork,no,,
750,shovel,no,,
750,hoe,yes,2,30
750,winnower,yes,2,20
750,horse/donkey cart for agriculture,no,,
750,water pump,no,,
750,tractor/hand-held motorized tiller,no,,
750,chemical sprayer (mercha),no,,
750,improved charcoal/wood stove,yes,1,60
750,kerosene stove,no,,
750,modern bed,no,,
750,sofa/couch,no,,
750,modern chair,no,,
750,modern table,no,,
750,radio,yes,1,300
750,television,no,,
750,electric fan,no,,
750,mobile phone,no,,
750,bicycle,no,,
750,motorbike,no,,
750,car or truck,no,,
750,grain mill house,no,,
750,sewing machine,no,,
751,axe(metrebia),yes,2,40
751,pick-axe (doma),no,,
751,sickle,yes,3,150
751,plough (include all related parts),yes,10,160
751,yoke,yes,2,50
751,hay fork,no,,
751,shovel,no,,
751,hoe,yes,4,40
751,winnower,yes,2,20
751,horse/donkey cart for agriculture,no,,
751,water pump,no,,
751,tractor/hand-held motorized tiller,no,,
751,chemical sprayer (mercha),no,,
751,improved charcoal/wood stove,yes,1,80
751,kerosene stove,no,,
751,modern bed,no,,
751,sofa/couch,no,,
751,modern chair,no,,
751,modern table,no,,
751,radio,no,,
751,television,no,,
751,electric fan,no,,
751,mobile phone,no,,
751,bicycle,no,,
751,motorbike,no,,
751,car or truck,no,,
751,grain mill house,no,,
751,sewing machine,no,,
752,axe(metrebia),yes,1,20
752,pick-axe (doma),no,,
752,sickle,yes,2,60
752,plough (include all related parts),yes,1,140
752,yoke,yes,2,60
752,hay fork,no,,
752,shovel,no,,
752,hoe,yes,2,40
752,winnower,yes,2,20
752,horse/donkey cart for agriculture,no,,
752,water pump,no,,
752,tractor/hand-held motorized tiller,no,,
752,chemical sprayer (mercha),no,,
752,improved charcoal/wood stove,no,,
752,kerosene stove,no,,
752,modern bed,no,,
752,sofa/couch,no,,
752,modern chair,no,,
752,modern table,no,,
752,radio,no,,
752,television,no,,
752,electric fan,no,,
752,mobile phone,no,,
752,bicycle,no,,
752,motorbike,no,,
752,car or truck,no,,
752,grain mill house,no,,
752,sewing machine,no,,
753,axe(metrebia),yes,3,140
753,pick-axe (doma),no,,
753,sickle,yes,2,130
753,plough (include all related parts),yes,11,230
753,yoke,yes,2,80
753,hay fork,no,,
753,shovel,no,,
753,hoe,yes,3,45
753,winnower,yes,4,40
753,horse/donkey cart for agriculture,no,,
753,water pump,no,,
753,tractor/hand-held motorized tiller,no,,
753,chemical sprayer (mercha),no,,
753,improved charcoal/wood stove,yes,1,60
753,kerosene stove,no,,
753,modern bed,no,,
753,sofa/couch,no,,
753,modern chair,no,,
753,modern table,no,,
753,radio,no,,
753,television,no,,
753,electric fan,no,,
753,mobile phone,no,,
753,bicycle,no,,
753,motorbike,no,,
753,car or truck,no,,
753,grain mill house,no,,
753,sewing machine,no,,
754,axe(metrebia),yes,1,20
754,pick-axe (doma),no,,
754,sickle,yes,2,60
754,plough (include all related parts),yes,7,105
754,yoke,yes,2,45
754,hay fork,no,,
754,shovel,yes,1,30
754,hoe,yes,2,20
754,winnower,yes,2,20
754,horse/donkey cart for agriculture,no,,
754,water pump,no,,
754,tractor/hand-held motorized tiller,no,,
754,chemical sprayer (mercha),no,,
754,improved charcoal/wood stove,yes,1,60
754,kerosene stove,no,,
754,modern bed,no,,
754,sofa/couch,no,,
754,modern chair,no,,
754,modern table,no,,
754,radio,no,,
754,television,no,,
754,electric fan,no,,
754,mobile phone,no,,
754,bicycle,no,,
754,motorbike,no,,
754,car or truck,no,,
754,grain mill house,no,,
754,sewing machine,no,,
755,axe(metrebia),yes,2,40
755,pick-axe (doma),no,,
755,sickle,yes,2,30
755,plough (include all related parts),yes,7,140
755,yoke,yes,2,60
755,hay fork,no,,
755,shovel,no,,
755,hoe,yes,2,20
755,winnower,yes,3,30
755,horse/donkey cart for agriculture,no,,
755,water pump,no,,
755,tractor/hand-held motorized tiller,no,,
755,chemical sprayer (mercha),no,,
755,improved charcoal/wood stove,no,,
755,kerosene stove,no,,
755,modern bed,no,,
755,sofa/couch,no,,
755,modern chair,no,,
755,modern table,no,,
755,radio,no,,
755,television,no,,
755,electric fan,no,,
755,mobile phone,no,,
755,bicycle,no,,
755,motorbike,no,,
755,car or truck,no,,
755,grain mill house,no,,
755,sewing machine,no,,
756,axe(metrebia),yes,3,100
756,pick-axe (doma),no,,
756,sickle,yes,2,140
756,plough (include all related parts),yes,6,200
756,yoke,yes,2,60
756,hay fork,no,,
756,shovel,no,,
756,hoe,yes,3,40
756,winnower,yes,2,20
756,horse/donkey cart for agriculture,no,,
756,water pump,no,,
756,tractor/hand-held motorized tiller,no,,
756,chemical sprayer (mercha),no,,
756,improved charcoal/wood stove,yes,1,60
756,kerosene stove,no,,
756,modern bed,no,,
756,sofa/couch,no,,
756,modern chair,no,,
756,modern table,no,,
756,radio,no,,
756,television,no,,
756,electric fan,no,,
756,mobile phone,no,,
756,bicycle,no,,
756,motorbike,no,,
756,car or truck,no,,
756,grain mill house,no,,
756,sewing machine,no,,
757,axe(metrebia),yes,3,150
757,pick-axe (doma),yes,1,30
757,sickle,yes,3,135
757,plough (include all related parts),yes,12,495
757,yoke,yes,4,120
757,hay fork,no,,
757,shovel,yes,1,50
757,hoe,yes,3,60
