hhid,sectionc1,sectionc2a,sectionc2b,sectionc2c,sectionc3,sectionc4,sectionc5,sectionc6,sectionc7,sectionc8,sectionc9a,sectionc9b,sectionc10,sectionc11,sectionc12,sectionc13
673,5,.25,kada,.0625,lem-teuf,2,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
673,6,2,kada,.5,lem-teuf,30,rain,4,"no, we share-cropped in",,,,.5,not available,annual crop,1
674,1,1,kada,.25,teuf,0,rain,24,yes,allocated by family,yes,yes,,,annual crop,1
674,2,1.75,kada,.4375,lem-teuf,15,rain,24,yes,allocated by family,yes,yes,,,multiple uses,
674,3,1.75,kada,.4375,teuf,20,rain,24,yes,allocated by family,yes,yes,,,annual crop,1
674,4,.75,kada,.1875,lem-teuf,20,rain,24,yes,allocated by family,yes,yes,,,annual crop,2
674,5,2,kada,.5,lem-teuf,30,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,2
674,6,1,kada,.25,teuf,10,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
675,1,1,kada,.25,lem,0,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
675,2,1.5,kada,.375,lem-teuf,5,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
675,3,1.25,kada,.3125,lem-teuf,30,rain,4,yes,allocated by family,yes,yes,,,multiple uses,
676,1,2,kada,.5,teuf,0,rain,20,yes,allocated by family,yes,yes,,,multiple uses,
676,2,1,kada,.25,lem-teuf,20,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
676,3,1.5,kada,.375,lem-teuf,20,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
676,4,.5,kada,.125,lem-teuf,5,rain,20,yes,allocated by family,yes,yes,,,annual crop,2
676,5,.5,kada,.125,teuf,5,rain,20,yes,allocated by family,yes,yes,,,annual crop,2
676,6,2,kada,.5,lem-teuf,5,rain,5,"no, we share-cropped in",,,,.5,not available,annual crop,1
676,7,1.5,kada,.375,teuf,20,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
677,1,1,kada,.25,lem-teuf,0,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
677,2,1,kada,.25,lem-teuf,15,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
677,3,.5,kada,.125,lem,5,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
677,4,.5,kada,.125,teuf,30,rain,14,yes,allocated by family,yes,yes,,,annual crop,1
677,5,.5,kada,.125,lem,15,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
677,6,.5,kada,.125,teuf,10,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
677,7,2,kada,.5,lem-teuf,20,rain,5,"no, we share-cropped in",,,,.5,not available,annual crop,1
678,1,.25,kada,.0625,lem,0,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
678,2,1,kada,.25,lem,30,rain,15,yes,allocated by government,yes,yes,,,annual crop,1
678,3,.25,kada,.0625,lem,30,rain,15,yes,allocated by government,yes,yes,,,annual crop,1
678,4,.125,kada,.03125,teuf,10,both,15,yes,allocated by government,yes,yes,,,livestock/grazing,
678,5,.5,kada,.125,teuf,60,rain,2,"no, we rent it from others",,,,,600,annual crop,1
678,6,1,kada,.25,teuf,20,rain,6,"no, we share-cropped in",,,,.5,not available,annual crop,1
679,1,1,kada,.25,lem,0,rain,5,yes,allocated by family,yes,yes,,,annual crop,1
679,2,1,kada,.25,lem-teuf,15,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
679,3,1,kada,.25,lem,40,rain,10,"no, we share-cropped in",,,,.5,not available,annual crop,1
679,4,1,kada,.25,lem,40,rain,10,"no, we share-cropped in",,,,.30000001,not available,annual crop,1
679,5,2,kada,.5,lem,5,rain,10,"no, we share-cropped in",,,,.5,not available,annual crop,1
679,6,1,kada,.25,lem,3,rain,10,"no, we share-cropped in",,,,.30000001,not available,annual crop,1
680,1,.25,kada,.0625,lem-teuf,0,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
680,2,.5,kada,.125,lem,5,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
680,3,.5,kada,.125,lem,30,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
680,4,.25,kada,.0625,lem,5,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
680,5,1,kada,.25,lem,10,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
680,6,1,kada,.25,lem-teuf,5,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
681,1,3,kada,.75,lem,0,rain,34,yes,allocated by government,yes,yes,,,multiple uses,
681,2,2,kada,.5,lem-teuf,10,rain,34,yes,allocated by government,yes,yes,,,annual crop,1
681,3,1.5,kada,.375,teuf,10,rain,34,yes,allocated by government,yes,yes,,,annual crop,1
681,4,.5,kada,.125,lem-teuf,30,both,34,yes,allocated by government,yes,yes,,,annual crop,1
681,5,1,kada,.25,lem-teuf,30,rain,34,yes,allocated by government,yes,yes,,,annual crop,2
682,1,.5,kada,.125,lem,0,rain,7,yes,allocated by family,yes,yes,,,annual crop,1
682,2,.5,kada,.125,lem-teuf,8,rain,7,yes,allocated by family,yes,yes,,,annual crop,1
682,3,.5,kada,.125,lem-teuf,15,rain,7,yes,allocated by family,yes,yes,,,annual crop,1
682,4,.25,kada,.0625,lem,5,rain,9,"no, we share-cropped in",,,,.5,not available,annual crop,1
682,5,1,kada,.25,teuf,6,rain,9,"no, we share-cropped in",,,,.5,not available,annual crop,1
682,6,.25,kada,.0625,lem,30,rain,9,"no, we share-cropped in",,,,.5,not available,annual crop,2
683,1,.5,kada,.125,teuf,0,rain,30,yes,allocated by family,yes,yes,,,multiple uses,
683,2,.25,kada,.0625,teuf,60,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
683,3,.125,kada,.03125,teuf,60,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
683,4,.25,kada,.0625,lem-teuf,30,rain,24,yes,allocated by government,yes,yes,,,annual crop,1
683,5,.125,kada,.03125,teuf,30,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
683,6,.25,kada,.0625,lem-teuf,60,rain,30,yes,allocated by family,yes,yes,,,annual crop,2
683,7,.25,kada,.0625,lem-teuf,30,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
684,1,.25,kada,.0625,teuf,0,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
684,2,.5,kada,.125,lem-teuf,10,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
684,3,.5,kada,.125,lem-teuf,10,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
684,4,1,kada,.25,teuf,20,rain,18,yes,allocated by government,yes,yes,,,annual crop,1
684,5,.5,kada,.125,lem-teuf,15,rain,16,yes,allocated by family,yes,yes,,,annual crop,2
684,6,.25,kada,.0625,teuf,10,rain,16,yes,allocated by family,yes,yes,,,livestock/grazing,
684,7,1,kada,.25,lem-teuf,25,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
684,8,.5,kada,.125,lem-teuf,5,rain,2,"no, we rent it from others",,,,,950,annual crop,1
684,9,1,kada,.25,lem-teuf,20,rain,2,"no, we rent it from others",,,,,1200,annual crop,1
685,1,1,kada,.25,lem-teuf,0,rain,24,yes,allocated by government,yes,yes,,,annual crop,1
685,2,.5,kada,.125,lem-teuf,5,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
685,3,.5,kada,.125,teuf,15,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
685,4,.25,kada,.0625,teuf,15,rain,15,yes,allocated by government,yes,yes,,,annual crop,1
685,5,.25,kada,.0625,teuf,15,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
685,6,1.5,kada,.375,lem-teuf,20,rain,30,yes,allocated by family,yes,yes,,,annual crop,2
686,1,1,kada,.25,lem-teuf,5,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
686,2,1,kada,.25,lem,10,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
686,3,.5,kada,.125,lem-teuf,10,rain,30,yes,allocated by family,yes,yes,,,annual crop,2
686,4,1,kada,.25,teuf,15,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
686,5,.5,kada,.125,lem,0,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
687,1,1,kada,.25,lem-teuf,0,rain,18,yes,allocated by family,yes,yes,,,annual crop,1
687,2,1.5,kada,.375,lem,5,rain,18,yes,allocated by family,yes,yes,,,annual crop,2
687,3,.75,kada,.1875,lem-teuf,15,rain,18,yes,allocated by family,yes,yes,,,annual crop,1
687,4,1,kada,.25,lem-teuf,30,rain,18,yes,allocated by family,yes,yes,,,annual crop,2
687,5,.75,kada,.1875,teuf,30,rain,18,yes,allocated by family,yes,yes,,,annual crop,1
687,6,1,kada,.25,lem,10,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,2
688,1,.25,kada,.0625,lem,0,rain,3,yes,allocated by family,yes,yes,,,annual crop,1
688,2,1,kada,.25,lem,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
688,3,1,kada,.25,lem-teuf,15,rain,2,"no, we rent it from others",,,,,2000,annual crop,1
689,1,.25,kada,.0625,lem,0,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
689,2,1,kada,.25,lem-teuf,5,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
689,3,.5,kada,.125,lem-teuf,5,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
689,4,.125,kada,.03125,teuf,5,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
689,5,1,kada,.25,lem,7,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
689,6,.5,kada,.125,lem-teuf,5,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
689,7,1,kada,.25,lem,2,rain,10,"no, we share-cropped in",,,,.5,not available,annual crop,1
689,8,.75,kada,.1875,lem,5,rain,10,"no, we share-cropped in",,,,.5,not available,annual crop,1
690,1,1,kada,.25,teuf,0,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
690,2,.25,kada,.0625,teuf,5,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
690,3,.5,kada,.125,teuf,10,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
690,4,.25,kada,.0625,teuf,5,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
690,5,.5,kada,.125,teuf,5,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
690,6,.25,kada,.0625,lem-teuf,60,rain,30,yes,allocated by family,yes,yes,,,annual crop,2
691,1,.5,kada,.125,teuf,5,rain,24,yes,allocated by family,yes,yes,,,annual crop,1
691,2,.5,kada,.125,teuf,5,rain,24,yes,allocated by family,yes,yes,,,annual crop,1
691,3,.5,kada,.125,lem-teuf,5,rain,24,yes,allocated by family,yes,yes,,,annual crop,1
691,4,.25,kada,.0625,teuf,5,rain,24,yes,allocated by family,yes,yes,,,annual crop,1
691,5,1.5,kada,.375,teuf,7,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
691,6,1,kada,.25,lem,10,rain,1,"no, we borrow at no cost",,,,,,annual crop,1
691,7,1,kada,.25,teuf,5,rain,24,yes,allocated by family,"no, we lent at no cost","no, we lent at no cost",,,not available,
692,1,1,kada,.25,lem-teuf,0,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
692,2,2,kada,.5,lem,10,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
692,3,2,kada,.5,lem,10,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
692,4,1,kada,.25,lem-teuf,30,rain,10,"no, we rent it from others",,,,,1000,annual crop,1
692,5,1,kada,.25,lem-teuf,10,rain,40,yes,allocated by family,"no, we lent at no cost","no, we lent at no cost",,,not available,
692,6,1,kada,.25,lem-teuf,30,rain,40,yes,allocated by family,"no, we lent at no cost","no, we lent at no cost",,,not available,
692,7,1,kada,.25,lem-teuf,5,rain,40,yes,allocated by family,"no, we lent at no cost","no, we lent at no cost",,,not available,
693,1,.5,kada,.125,lem,0,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
693,2,.5,kada,.125,lem-teuf,5,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
693,3,1,kada,.25,lem,10,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
693,4,1,kada,.25,teuf,30,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
693,5,.25,kada,.0625,teuf,10,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
693,6,2,kada,.5,teuf,15,rain,1,"no, we rent it from others",,,,,1400,annual crop,1
693,7,.25,kada,.0625,teuf,15,rain,1,"no, we rent it from others",,,,,300,annual crop,1
693,8,.25,kada,.0625,teuf,15,rain,1,"no, we rent it from others",,,,,300,annual crop,1
694,1,1,kada,.25,lem,0,rain,24,yes,allocated by family,yes,yes,,,annual crop,1
694,2,1,kada,.25,lem-teuf,5,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
694,3,2,kada,.5,lem,10,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
694,4,1.25,kada,.3125,lem,15,rain,8,yes,allocated by family,yes,yes,,,annual crop,1
694,5,2,kada,.5,lem-teuf,25,rain,8,"no, we share-cropped in",,,,.5,not available,annual crop,1
694,6,1.25,kada,.3125,teuf,30,rain,8,"no, we share-cropped in",,,,.5,not available,annual crop,1
695,1,1,kada,.25,lem-teuf,0,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
695,2,1,kada,.25,teuf,5,rain,7,"no, we share-cropped in",,,,.5,not available,annual crop,1
695,3,1,kada,.25,lem,10,rain,7,"no, we share-cropped in",,,,.5,not available,annual crop,1
695,4,1,kada,.25,lem-teuf,40,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
696,1,.5,kada,.125,lem-teuf,0,rain,21,yes,allocated by family,yes,yes,,,annual crop,1
696,2,1,kada,.25,lem-teuf,20,rain,21,"no, we share-cropped in",,,,.5,not available,annual crop,1
696,3,2,kada,.5,teuf,30,rain,5,"no, we share-cropped in",,,,.5,not available,annual crop,1
696,4,2,kada,.5,lem-teuf,40,rain,21,yes,allocated by family,yes,yes,,,annual crop,1
697,1,.5,timad,.125,teuf,0,rain,3,yes,allocated by family,yes,yes,,,annual crop,1
697,2,.5,timad,.125,lem,30,rain,3,yes,allocated by family,yes,yes,,,annual crop,1
698,1,1,kada,.25,teuf,5,rain,26,yes,allocated by family,yes,yes,,,annual crop,1
698,2,1,kada,.25,teuf,10,rain,26,yes,allocated by family,yes,yes,,,annual crop,1
698,3,1,kada,.25,lem,15,rain,26,yes,allocated by family,yes,yes,,,annual crop,1
698,4,1,kada,.25,lem,20,rain,26,yes,allocated by family,yes,yes,,,annual crop,1
699,1,.5,kada,.125,lem,0,rain,4,yes,allocated by government,yes,yes,,,annual crop,1
699,2,1.5,kada,.375,lem,5,rain,4,yes,allocated by government,yes,yes,,,annual crop,1
699,3,1,kada,.25,lem,15,rain,4,yes,allocated by government,yes,yes,,,annual crop,1
699,4,1,kada,.25,lem,25,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
699,5,1,kada,.25,lem,30,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
700,1,1,kada,.25,lem-teuf,0,rain,21,yes,allocated by family,yes,yes,,,annual crop,1
700,2,2,kada,.5,lem,10,rain,21,yes,allocated by family,yes,yes,,,annual crop,1
700,3,1,kada,.25,teuf,10,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
701,1,.5,kada,.125,lem,0,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
701,2,.5,kada,.125,lem,5,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
701,3,1,kada,.25,lem-teuf,10,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
701,4,1,kada,.25,lem,10,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
701,5,1,kada,.25,lem,15,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
701,6,1,kada,.25,lem,15,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
702,1,1,kada,.25,lem,0,rain,19,yes,allocated by family,yes,yes,,,annual crop,1
702,2,1,kada,.25,teuf,5,rain,19,yes,allocated by family,yes,yes,,,annual crop,1
702,3,1,kada,.25,teuf,10,rain,19,yes,allocated by family,yes,yes,,,annual crop,1
702,4,2,kada,.5,teuf,15,rain,15,"no, we share-cropped in",,,,.5,not available,annual crop,1
702,5,1,kada,.25,teuf,15,rain,15,"no, we share-cropped in",,,,.5,not available,annual crop,1
702,6,1,kada,.25,teuf,20,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
703,1,1,kada,.25,lem,0,rain,48,yes,allocated by family,yes,yes,,,annual crop,1
703,2,1,kada,.25,lem,5,rain,48,yes,allocated by family,yes,yes,,,annual crop,1
703,3,1,kada,.25,teuf,10,rain,48,yes,allocated by family,yes,yes,,,annual crop,1
703,4,1,kada,.25,teuf,10,rain,48,yes,allocated by family,yes,yes,,,annual crop,1
704,1,1,kada,.25,lem,0,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
704,2,1,kada,.25,lem,5,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
704,3,1,kada,.25,teuf,10,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
704,4,1,kada,.25,lem,10,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
704,5,2,kada,.5,lem,15,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
705,1,1,kada,.25,lem,0,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
705,2,1,kada,.25,lem,10,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
705,3,1,kada,.25,lem-teuf,10,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
705,4,1,kada,.25,teuf,15,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
706,1,2,kada,.5,lem-teuf,0,rain,31,yes,allocated by family,yes,yes,,,annual crop,1
706,2,.75,kada,.1875,teuf,5,rain,31,yes,allocated by family,yes,yes,,,annual crop,1
706,3,1.25,kada,.3125,lem-teuf,10,rain,31,yes,allocated by family,yes,yes,,,annual crop,1
706,4,.5,kada,.125,lem,10,rain,31,yes,allocated by family,yes,yes,,,annual crop,1
706,5,1,kada,.25,teuf,10,rain,31,yes,allocated by family,yes,yes,,,annual crop,1
706,6,.25,kada,.0625,teuf,15,rain,31,yes,allocated by family,yes,yes,,,annual crop,1
706,7,2.25,kada,.5625,lem-teuf,20,rain,13,"no, we rent it from others",,,,,300,annual crop,1
706,8,.25,kada,.0625,lem,20,rain,13,"no, we share-cropped in",,,,.5,not available,annual crop,1
706,9,3.25,kada,.8125,teuf,25,rain,13,"no, we share-cropped in",,,,.5,not available,annual crop,1
707,1,.75,kada,.1875,lem-teuf,0,rain,45,yes,allocated by family,yes,yes,,,annual crop,1
707,2,.25,kada,.0625,teuf,10,rain,45,yes,allocated by family,yes,yes,,,annual crop,1
707,3,3,kada,.75,lem-teuf,15,rain,45,yes,allocated by family,yes,yes,,,annual crop,1
707,4,1.5,kada,.375,teuf,60,rain,45,yes,allocated by family,yes,yes,,,annual crop,1
708,1,.5,kada,.125,lem-teuf,0,rain,45,yes,allocated by family,yes,yes,,,annual crop,1
708,2,1,kada,.25,teuf,10,rain,45,yes,allocated by government,yes,yes,,,annual crop,1
708,3,1.25,kada,.3125,lem,10,rain,45,yes,allocated by family,yes,yes,,,annual crop,1
708,4,2,kada,.5,lem,15,rain,45,yes,allocated by government,yes,yes,,,annual crop,1
708,5,.25,kada,.0625,teuf,15,rain,45,yes,allocated by family,yes,yes,,,annual crop,1
708,6,.75,kada,.1875,lem,40,rain,45,yes,allocated by government,yes,yes,,,annual crop,1
709,1,.5,kada,.125,lem-teuf,0,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
709,2,.5,kada,.125,lem,10,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
709,3,.75,kada,.1875,lem-teuf,15,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
709,4,3,kada,.75,teuf,15,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
710,1,.75,kada,.1875,lem,0,rain,29,yes,allocated by family,yes,yes,,,annual crop,1
710,2,.75,kada,.1875,lem-teuf,10,rain,29,yes,allocated by family,yes,yes,,,annual crop,1
710,3,.5,kada,.125,lem,10,rain,29,yes,allocated by family,yes,yes,,,annual crop,1
710,4,.5,kada,.125,lem,10,rain,29,yes,allocated by family,yes,yes,,,annual crop,1
710,5,.5,kada,.125,lem-teuf,15,rain,29,yes,allocated by family,yes,yes,,,annual crop,1
710,6,.75,kada,.1875,lem-teuf,20,rain,29,yes,allocated by family,yes,yes,,,annual crop,1
710,7,1,kada,.25,teuf,20,rain,29,yes,allocated by family,yes,yes,,,annual crop,1
710,8,.25,kada,.0625,lem,25,rain,2,"no, we rent it from others",,,,,550,annual crop,1
711,1,1,kada,.25,lem,0,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
711,2,.5,kada,.125,lem-teuf,5,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
711,3,.5,kada,.125,lem-teuf,10,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
711,4,.25,kada,.0625,lem-teuf,10,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
711,5,.25,kada,.0625,lem,15,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
711,6,.5,kada,.125,teuf,15,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
711,7,1,kada,.25,lem-teuf,15,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
711,8,.25,kada,.0625,lem,30,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
712,1,1,kada,.25,lem,0,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
712,2,1,kada,.25,lem,10,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
712,3,1,kada,.25,lem,10,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
712,4,1,kada,.25,lem-teuf,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
712,5,1,kada,.25,lem,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
713,1,.5,kada,.125,lem,10,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
713,2,.5,kada,.125,lem,10,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
713,3,1,kada,.25,lem,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
713,4,1,kada,.25,lem,20,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
713,5,1,kada,.25,lem,20,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
714,1,.5,kada,.125,lem,0,rain,14,yes,allocated by family,yes,yes,,,annual crop,1
714,2,1,kada,.25,lem,5,rain,14,yes,allocated by family,yes,yes,,,annual crop,1
714,3,1,kada,.25,lem,10,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
714,4,1,kada,.25,lem,10,rain,14,yes,allocated by family,yes,yes,,,annual crop,1
714,5,.25,kada,.0625,lem,15,rain,14,yes,allocated by family,yes,yes,,,annual crop,1
714,6,1,kada,.25,lem-teuf,20,rain,14,yes,allocated by family,yes,yes,,,annual crop,1
714,7,.5,kada,.125,teuf,20,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
715,1,1,kada,.25,lem-teuf,0,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
715,2,1,kada,.25,lem-teuf,5,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
715,3,1,kada,.25,lem-teuf,15,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
715,4,2,kada,.5,lem-teuf,20,rain,3,"no, we rent it from others",,,,,4000,annual crop,1
715,5,1,kada,.25,lem-teuf,20,rain,3,"no, we rent it from others",,,,,1000,annual crop,1
716,1,1,kada,.25,teuf,0,rain,43,yes,allocated by family,yes,yes,,,annual crop,1
716,2,.25,kada,.0625,teuf,10,rain,43,yes,allocated by family,yes,yes,,,annual crop,1
716,3,.5,kada,.125,lem,10,rain,43,yes,allocated by family,yes,yes,,,annual crop,1
716,4,.75,kada,.1875,lem-teuf,15,rain,43,yes,allocated by family,yes,yes,,,annual crop,1
716,5,1,kada,.25,lem-teuf,30,rain,43,yes,allocated by family,yes,yes,,,annual crop,1
717,1,1,kada,.25,lem-teuf,0,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
717,2,2,kada,.5,lem-teuf,10,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
717,3,1.5,kada,.375,lem-teuf,10,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
717,4,.25,kada,.0625,lem-teuf,25,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
718,1,1,kada,.25,lem,0,rain,48,yes,allocated by government,yes,yes,,,annual crop,1
718,2,2,kada,.5,lem,10,rain,48,yes,allocated by government,yes,yes,,,annual crop,1
718,3,1,kada,.5,lem,10,rain,48,yes,allocated by government,yes,yes,,,annual crop,1
718,4,1,kada,.25,lem-teuf,45,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
719,1,.25,kada,.0625,lem,0,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
719,2,1.25,kada,.3125,lem-teuf,5,rain,15,yes,allocated by government,yes,yes,,,annual crop,1
719,3,.25,kada,.0625,teuf,10,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
719,4,1,kada,.25,lem-teuf,10,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
719,5,.25,kada,.0625,teuf,10,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
719,6,2,kada,.5,teuf,15,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
719,7,1,kada,.25,teuf,15,rain,15,yes,allocated by government,yes,yes,,,annual crop,1
720,1,.5,kada,.125,lem,0,rain,5,yes,allocated by family,yes,yes,,,annual crop,1
720,2,1,kada,.25,teuf,5,rain,5,yes,allocated by family,yes,yes,,,annual crop,1
720,3,1,kada,.25,lem,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
720,4,1.5,kada,.375,teuf,15,rain,5,yes,allocated by family,yes,yes,,,annual crop,1
721,1,1,kada,.25,lem-teuf,0,rain,34,yes,allocated by family,yes,yes,,,annual crop,1
721,2,1,kada,.25,lem-teuf,10,rain,34,yes,allocated by family,yes,yes,,,annual crop,1
721,3,1,kada,.25,lem-teuf,10,rain,34,yes,allocated by family,yes,yes,,,annual crop,1
721,4,1,kada,.25,lem-teuf,10,rain,34,yes,allocated by family,yes,yes,,,annual crop,1
721,5,1.5,kada,.375,teuf,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
721,6,1.5,kada,.375,teuf,20,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
721,7,1.5,kada,.375,lem,20,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
722,1,.25,kada,.0625,teuf,0,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
722,2,1,kada,.25,teuf,5,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
722,3,1,kada,.25,teuf,10,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
722,4,1,kada,.25,lem-teuf,10,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
722,5,.25,kada,.0625,lem,15,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
722,6,.25,kada,.0625,teuf,25,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
723,1,.25,kada,.0625,teuf,0,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
723,2,1.5,kada,.375,lem-teuf,5,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
723,3,.25,kada,.0625,teuf,10,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
723,4,.25,kada,.0625,lem,10,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
