hhid,sectiong0,sectiong1,sectiong2,sectiong3a,sectiong3b,sectiong3c,sectiong4,sectiong5,sectiong6,sectiong7,sectiong8,sectiong9,sectiong10,sectiong11,sectiong12,sectiong13,sectiong14,sectiong15,sectiong16,sectiong17,sectiong18,sectiong19,sectiong20,sectiong21,sectiong22,sectiong23,sectiong24,sectiong25,sectiong26
721,1,1,ginbot,2,quintal,2,white,cash,1800,900,at wholesale market: traveling trader going to addis,he gives higher prices,local(weekly) market,yes,no,,own donkey,0,60,120,man,100,,no,,no,no,no,
722,1,1,ginbot,2.5,quintal,2.5,white,cash,3000,1200,at wholesale market: traveling trader going to addis,i trust his weighing,local(weekly) market,no,no,,own and other donkeys,0,40,60,man,100,,no,,no,no,no,
723,1,1,tir,1.5,quintal,1.5,mix,cash,1320,900,at wholesale market: traveling trader going to addis,i trust his weighing,local(weekly) market,yes,no,,own and other donkeys,0,60,120,man,100,,no,,no,no,no,
724,1,1,yekatit,2.5999999,quintal,2.5999999,mix,cash,1898,730,consumer,he gives higher prices,local(weekly) market,yes,no,,rented cart,15,90,60,man,100,,no,,no,no,no,
725,3,1,hamle,.5,quintal,.5,mix,cash,1142,571,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,other donkeys,0,60,10,man,100,,no,,no,no,no,
725,3,3,tir,.5,quintal,.5,mix,cash,800,400,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,other donkeys,0,60,10,woman,100,,no,,no,no,no,
725,3,2,sene,1,quintal,1,mix,cash,950,950,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,other donkeys,0,90,30,man,100,,no,,no,no,no,
726,1,1,megabit,2,quintal,2,mix,cash,1760,880,"trader with fixed shop, selling teff elsewhere",i trust his weighing,local(weekly) market,yes,no,,rented cart,20,60,120,man,100,,no,,no,no,no,
727,1,1,hamle,1,quintal,1,mix,cash,950,950,consumer,i trust his weighing,local(weekly) market,yes,no,,rented cart,25,60,120,man,100,,no,,no,no,no,
728,2,1,ginbot,4,quintal,4,white,cash,3520,880,at wholesale market: traveling trader going elsewhere,he accepts large quantities,local(weekly) market,yes,yes,4,own and other donkeys,20,60,30,man,100,,yes,yes,no,yes,no,
728,2,2,sene,2,quintal,2,white,cash,2000,1000,at wholesale market: traveling trader going elsewhere,he accepts large quantities,local(weekly) market,yes,no,,own and other donkeys,15,60,30,man,100,,no,,no,yes,no,
729,1,1,tir,3,quintal,3,white,cash,3000,1000,farmer-trader in the village,there is only a single buyer,local(weekly) market,yes,no,,own and other donkeys,30,30,20,man,100,,no,,no,no,no,
730,1,1,sene,2,quintal,2,white,cash,2200,1100,"trader with fixed shop, selling teff elsewhere",he accepts large quantities,trader shop (fixed),yes,yes,2,rented cart,24,60,10,man,100,,no,,no,no,no,
731,1,1,sene,3,quintal,3,white,cash,3000,1000,"trader with fixed shop, selling teff elsewhere",he accepts large quantities,trader shop (fixed),yes,no,,own and other donkeys,40,120,15,mix,100,,no,,no,no,no,
732,1,1,tahisas,1,quintal,1,white,cash,1000,1000,"trader with fixed shop, selling teff elsewhere",he accepts large quantities,trader shop (fixed),yes,no,,other donkeys,20,120,30,man,100,,no,,no,no,no,
733,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,2,1,megabit,2,quintal,2,white,cash,2000,1000,"trader with fixed shop, selling teff elsewhere",he accepts large quantities,trader shop (fixed),yes,no,,own donkey,20,60,5,man,100,,no,,no,no,no,
734,2,2,miazia,2,quintal,2,white,cash,2100,1050,"trader with fixed shop, selling teff elsewhere",he accepts large quantities,trader shop (fixed),yes,no,,own donkey,20,60,5,man,100,,no,,no,no,no,
735,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1,1,hamle,2.5,quintal,2.5,white,cash,3500,1400,"trader with fixed shop, selling teff elsewhere",he accepts large quantities,trader shop (fixed),yes,no,,own and other donkeys,60,120,5,man,100,,no,,no,no,no,
737,2,2,ginbot,1.5,quintal,1.5,white,cash,1800,1200,"trader with fixed shop, selling teff elsewhere",he accepts large quantities,trader shop (fixed),yes,no,,own and other donkeys,50,120,10,man,100,,no,,no,no,no,
737,2,1,miazia,1,quintal,1,white,cash,1000,1000,"trader with fixed shop, selling teff elsewhere",he accepts large quantities,trader shop (fixed),yes,no,,own donkey,30,120,5,man,100,,no,,no,no,no,
738,1,1,sene,2,quintal,2,white,cash,2200,1100,"trader with fixed shop, selling teff elsewhere",he accepts large quantities,trader shop (fixed),yes,no,,own and other donkeys,20,120,60,man,100,,no,,no,no,yes,no
739,4,3,hamle,1,quintal,1,white,cash,1150,1150,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,5,own and other donkeys,0,180,90,man,100,,no,,no,no,no,
739,4,4,hamle,1,quintal,1,white,cash,1150,1150,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,5,own and other donkeys,0,180,90,man,100,,no,,no,no,no,
739,4,1,hamle,1,quintal,1,white,cash,1100,1100,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,own and other donkeys,0,180,90,man,100,,no,,no,no,no,
739,4,2,hamle,1,quintal,1,white,cash,1100,1100,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,own and other donkeys,0,180,90,man,100,,no,,no,no,no,
740,4,4,hamle,.5,quintal,.5,white,cash,600,1200,assemblers from outside village,he gives higher prices,local(weekly) market,yes,no,,own donkey,0,45,30,man,100,,no,,no,no,no,
740,4,3,ginbot,1.5,quintal,1.5,white,cash,1612.5,1075,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,own and other donkeys,30,150,90,man,100,,no,,no,no,no,
740,4,2,ginbot,2,quintal,2,white,cash,2350,1175,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,1,own and other donkeys,40,150,90,man,100,,no,,no,no,no,
740,4,1,miazia,3,quintal,3,white,cash,3300,1100,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,rented cart,60,150,90,man,100,,no,,no,no,no,
741,1,1,megabit,2,quintal,2,white,cash,2400,1200,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,5,own and other donkeys,32,120,90,man,100,,no,,no,no,no,
742,2,2,sene,.5,quintal,.5,white,cash,500,1000,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,3,own and other donkeys,10,60,30,man,100,,no,,no,no,no,
742,2,1,tahisas,2,quintal,2,white,cash,1920,960,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,own and other donkeys,40,60,30,man,100,,no,,no,no,no,
743,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,2,2,hamle,3,quintal,3,white,cash,3600,1200,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,own and other donkeys,5,120,60,man,100,,no,,no,no,no,
744,2,1,tikimt,3,quintal,3,white,cash,3750,1250,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,3,own and other donkeys,5,120,60,man,100,,no,,no,no,no,
745,2,1,sene,1,quintal,1,white,cash,1140,1140,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,own and other donkeys,10,90,30,man,100,,no,,no,no,no,
745,2,2,hamle,1,quintal,1,white,cash,1160,1160,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,3,own and other donkeys,10,90,30,man,100,,no,,no,no,no,
746,1,1,ginbot,3,quintal,3,white,cash,3300,1100,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,other donkeys,10,60,30,man,100,,no,,no,no,no,
747,1,1,yekatit,2.5,quintal,2.5,white,barter,2500,1000,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,other donkeys,25,5,30,man,100,,no,,no,no,no,
748,1,1,sene,6,quintal,6,white,cash,7800,1300,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,4,rented cart,90,180,60,man,100,,no,,no,no,no,
749,1,1,ginbot,2,quintal,2,white,cash,2300,1150,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,5,other donkeys,20,20,60,woman,100,,no,,no,no,no,
750,3,3,hamle,2,quintal,2,white,cash,2000,1000,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,5,own and other donkeys,10,60,60,man,100,,no,,no,no,no,
750,3,2,nehase,2,quintal,2,white,cash,2200,1100,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,7,own and other donkeys,10,60,60,man,100,,no,,no,no,no,
750,3,1,meskerem,2,quintal,2,white,cash,2400,1200,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,6,own and other donkeys,10,60,60,man,100,,no,,no,no,no,
751,2,1,megabit,1,quintal,1,white,cash,1000,1000,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,4,own and other donkeys,0,10,90,man,100,,no,,no,no,no,
751,2,2,sene,2.5,quintal,2.5,white,cash,2875,1150,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,4,own and other donkeys,0,10,90,man,100,,no,,no,no,no,
752,1,1,tir,1,quintal,1,white,cash,1000,1000,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,6,other donkeys,5,20,60,man,100,,no,,no,no,no,
753,1,1,sene,2,quintal,2,white,cash,2000,1000,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,own and other donkeys,20,240,30,man,100,,no,,no,no,no,
754,2,1,ginbot,1,quintal,1,white,cash,1100,1100,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,3,by foot,0,60,60,man,100,,no,,no,no,no,
754,2,2,hamle,1,quintal,1,white,cash,1250,1250,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,4,by foot,0,60,60,man,100,,no,,no,no,no,
755,1,1,sene,2,quintal,2,white,cash,2200,1100,at wholesale market: traveling trader going elsewhere,he gives higher prices,trader shop (fixed),yes,yes,4,own and other donkeys,20,30,30,man,100,,no,,no,no,no,
756,1,1,ginbot,1.5,quintal,1.5,white,cash,1500,1000,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,4,other donkeys,0,40,60,woman,100,,no,,no,no,no,
757,2,2,ginbot,1,quintal,1,white,cash,1030,1030,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,rented cart,6,90,30,man,100,,no,,no,no,no,
757,2,1,ginbot,1.5,quintal,1.5,white,cash,1500,1000,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,3,rented cart,9,90,60,man,100,,no,,no,no,no,
758,1,1,ginbot,2,quintal,2,white,cash,2800,1400,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,6,rented cart,12,30,60,man,100,,no,,no,no,no,
759,2,2,tir,2,quintal,2,white,cash,2000,1000,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,own and other donkeys,0,60,90,man,100,,no,,no,no,no,
759,2,1,tir,2,quintal,2,white,cash,2000,1000,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,own and other donkeys,0,60,90,man,100,,no,,no,no,no,
760,2,1,megabit,1,quintal,1,white,cash,900,900,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,5,own and other donkeys,0,30,60,man,100,,no,,no,no,no,
760,2,2,sene,1,quintal,1,white,cash,1100,1100,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,4,own and other donkeys,0,30,30,man,100,,no,,no,no,no,
761,1,1,sene,1.5,quintal,1.5,magna,cash,1350,900,at wholesale market: traveling trader going elsewhere,he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,60,20,man,100,,no,,no,no,no,
762,2,1,ginbot,7,quintal,7,magna,cash,7000,1000,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,90,20,man,100,,no,,no,no,no,
762,2,2,sene,7,quintal,7,magna,cash,7000,1000,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,rented cart,140,70,20,man,100,,no,,no,no,no,
763,3,1,miazia,3,quintal,3,magna,cash,3600,1200,at wholesale market: traveling trader going elsewhere,he pays immediately,local(weekly) market,yes,yes,2,rented cart,90,120,40,man,100,,no,,no,no,no,
763,3,3,nehase,1,quintal,1,red,cash,800,800,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,no,,other donkeys,0,120,30,man,100,,no,,no,no,no,
763,3,2,sene,2,quintal,2,white,cash,2600,1300,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,no,,other donkeys,0,120,30,man,100,,no,,no,no,no,
764,1,1,ginbot,2,quintal,2,white,cash,2000,1000,"trader with fixed shop, selling teff elsewhere",there is no real difference with other traders,trader shop (fixed),yes,no,,other donkeys,0,180,30,man,100,,no,,no,no,no,
765,2,2,sene,1,quintal,1,red,cash,1100,1100,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),no,no,,own donkey,0,180,20,woman,100,,no,,no,no,no,
765,2,1,miazia,1,quintal,1,red,cash,1100,1100,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),no,no,,own donkey,0,180,20,woman,100,,no,,no,no,no,
766,1,1,sene,2,quintal,2,white,cash,2000,1000,assemblers from outside village,he gives higher prices,local(weekly) market,no,no,,other donkeys,80,280,120,woman,100,,no,,no,no,no,
767,1,1,ginbot,1.5,quintal,1.5,mix,cash,1500,1000,assemblers from outside village,he gives higher prices,local(weekly) market,no,no,,other donkeys,0,180,30,man,100,,no,,no,no,no,
768,2,1,ginbot,1,quintal,1,mix,cash,1000,1000,assemblers from outside village,there is no real difference with other traders,local(weekly) market,no,no,,own donkey,0,180,20,woman,100,,no,,no,no,no,
768,2,2,miazia,1,quintal,1,red,cash,1000,1000,assemblers from outside village,there is no real difference with other traders,local(weekly) market,no,no,,own donkey,0,180,20,woman,100,,no,,no,no,no,
769,3,2,ginbot,1,quintal,1,mix,cash,1350,1350,assemblers from outside village,he gives higher prices,local(weekly) market,no,no,,own donkey,0,90,30,woman,100,,no,,no,no,no,
769,3,3,nehase,.60000002,quintal,.60000002,magna,cash,900,1500,assemblers from outside village,he gives higher prices,local(weekly) market,no,no,,own donkey,0,90,45,man,100,,no,,no,no,no,
769,3,1,ginbot,2,quintal,2,magna,cash,2800,1400,assemblers from outside village,he gives higher prices,local(weekly) market,no,no,,own donkey,0,90,60,man,100,,no,,no,no,no,
770,1,1,sene,1,quintal,1,white,cash,900,900,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),no,no,,other donkeys,10,120,50,mix,100,,no,,no,no,no,
771,3,2,ginbot,4,quintal,4,white,cash,4400,1100,assemblers from outside village,he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,90,15,man,100,,yes,yes,no,yes,no,
771,3,3,ginbot,3.5,quintal,3.5,white,cash,5250,1500,assemblers from outside village,he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,90,15,man,100,,yes,yes,no,yes,no,
771,3,1,miazia,1,quintal,1,magna,cash,1000,1000,assemblers from outside village,he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,90,15,man,100,,yes,yes,no,yes,no,
772,2,2,ginbot,100,kilogrammes,1,red,cash,1000,1000,at wholesale market: traveling trader going to addis,he pays immediately,local(weekly) market,yes,no,,own donkey,0,180,120,mix,100,,no,,no,no,no,
772,2,1,ginbot,300,kilogrammes,3,white,cash,4200,1400,at wholesale market: traveling trader going to addis,he pays immediately,local(weekly) market,yes,no,,own donkey,0,180,120,mix,100,,no,,no,no,no,
773,3,1,miazia,4,kilogrammes,4,magna,cash,6000,1500,"trader with fixed shop, selling teff elsewhere",he pays immediately,local(weekly) market,yes,yes,3,own donkey,0,120,120,mix,100,,no,,no,no,no,
773,3,3,miazia,2,kilogrammes,2,red,cash,2800,1400,"trader with fixed shop, selling teff elsewhere",he pays immediately,local(weekly) market,yes,yes,3,own donkey,0,120,120,mix,100,,no,,no,no,no,
773,3,2,miazia,5,kilogrammes,5,white,cash,7500,1500,"trader with fixed shop, selling teff elsewhere",he pays immediately,local(weekly) market,yes,yes,3,own donkey,0,120,120,mix,100,,no,,no,no,no,
774,2,2,sene,200,kilogrammes,2,mix,cash,2800,1400,at wholesale market: traveling trader going elsewhere,he pays immediately,local(weekly) market,yes,yes,4,own donkey,0,180,120,mix,100,,no,,no,no,no,
774,2,1,miazia,250,tassa,2.5,mix,cash,3125,1250,consumer,he accepts small quantities,local(weekly) market,no,yes,4,own donkey,0,180,120,mix,100,,no,,no,no,no,
775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,3,3,miazia,1,quintal,1,white,cash,1200,1200,at wholesale market: traveling trader going to addis,he pays immediately,trader shop (fixed),yes,no,,own donkey,0,180,10,man,100,,no,,no,no,no,
776,3,1,miazia,3,quintal,3,red,cash,3000,1000,at wholesale market: traveling trader going to addis,he pays immediately,trader shop (fixed),yes,no,,own donkey,0,180,10,man,100,,no,,no,no,no,
776,3,2,ginbot,2,quintal,2,mix,cash,2200,1100,at wholesale market: traveling trader going to addis,he pays immediately,trader shop (fixed),yes,no,,own donkey,0,180,10,man,100,,no,,no,no,no,
777,2,2,ginbot,200,kilogrammes,2,white,cash,3000,1500,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,yes,6,own donkey,0,120,3,mix,100,,yes,no,no,no,no,
777,2,1,miazia,200,kilogrammes,2,white,cash,3000,1500,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,yes,6,own donkey,0,120,120,mix,100,,yes,no,no,no,no,
778,2,1,ginbot,4,quintal,4,white,cash,4000,1000,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,150,60,man,100,,no,,no,no,no,
778,2,2,nehase,6,quintal,6,white,cash,7800,1300,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,15,60,man,100,,no,,no,no,no,
779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1,1,ginbot,100,quintal,1,mix,cash,1000,1000,consumer,there is no real difference with other traders,local(weekly) market,no,yes,1,own donkey,0,90,60,mix,100,,no,,no,no,no,
781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,2,1,sene,1.5,quintal,1.5,mix,cash,1800,1200,"trader with fixed shop, selling teff elsewhere",there is no real difference with other traders,trader shop (fixed),yes,no,,other donkeys,0,180,30,mix,100,,no,,no,no,no,
782,2,2,sene,1.5,quintal,1.5,red,cash,1500,1000,"trader with fixed shop, selling teff elsewhere",there is no real difference with other traders,trader shop (fixed),yes,no,,other donkeys,0,180,30,mix,100,,no,,no,no,no,
783,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,1,1,yekatit,5,quintal,5,white,cash,3500,700,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,other donkeys,100,120,60,mix,100,,no,,no,no,no,
785,1,1,sene,2,quintal,2,white,cash,1600,800,at wholesale market: traveling trader going to addis,he pays immediately,trader shop (fixed),yes,no,,own and other donkeys,30,90,20,mix,100,,no,,no,no,no,
786,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1,1,meskerem,16,quintal,16,white,cash,18400,1150,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,no,,own and other donkeys,100,180,60,man,100,,no,,no,no,no,
789,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,1,1,yekatit,2,quintal,2,white,cash,1500,750,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,other donkeys,10,120,90,mix,100,,no,,no,no,no,
791,2,2,miazia,3,quintal,3,white,cash,2550,850,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,120,60,mix,100,,no,,no,no,no,
791,2,1,yekatit,3,quintal,3,white,cash,2700,700,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,120,60,mix,100,,no,,no,no,no,
792,2,2,hamle,1,quintal,1,magna,cash,1400,1400,at wholesale market: traveling trader going to addis,he gives higher prices,local(weekly) market,no,no,,own donkey,15,140,180,man,100,,no,,no,no,no,
792,2,1,sene,1,quintal,1,mix,cash,1400,1400,at wholesale market: traveling trader going to addis,he gives higher prices,local(weekly) market,no,no,,own donkey,20,140,180,man,100,,no,,no,no,no,
793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1,1,yekatit,2,quintal,2,white,cash,1600,800,at wholesale market: traveling trader going to addis,he accepts small quantities,trader shop (fixed),yes,no,,own donkey,0,120,40,mix,100,,no,,no,no,no,
796,1,1,ginbot,200,quintal,2,white,cash,2200,1100,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,yes,1,own donkey,0,90,30,mix,100,,no,,no,no,no,
797,1,1,miazia,200,kilogrammes,1,white,cash,1200,1200,"trader with fixed shop, selling teff elsewhere",he is close by,local(weekly) market,yes,no,,other donkeys,10,60,40,mix,10,2,no,,no,no,no,
798,3,3,nehase,1,quintal,1,white,cash,1200,1200,assemblers from outside village,there is no real difference with other traders,local(weekly) market,no,no,,own donkey,0,120,90,woman,100,,no,,no,no,no,
798,3,2,ginbot,3,quintal,3,red,cash,2700,900,assemblers from outside village,he pays immediately,local(weekly) market,yes,no,,own donkey,0,120,30,man,100,,no,,no,no,no,
798,3,1,miazia,3.5,quintal,3.5,mix,cash,3750,1020,assemblers from outside village,he pays immediately,local(weekly) market,yes,no,,own donkey,0,120,30,man,100,,no,,no,no,no,
799,2,1,megabit,1,quintal,1,white,cash,1000,1000,assemblers from outside village,he gives higher prices,trader shop (fixed),yes,no,,other donkeys,0,90,30,man,100,,no,,no,no,no,
799,2,2,miazia,1,quintal,1,red,cash,1000,1000,assemblers from outside village,he gives higher prices,trader shop (fixed),yes,no,,other donkeys,0,90,30,man,100,,no,,no,no,no,
800,2,2,sene,2.8499999,quintal,2.8499999,white,cash,3420,1200,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,90,60,man,100,,no,,no,no,no,
800,2,1,nehase,3,quintal,3,red,cash,3300,1100,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,90,60,man,100,,no,,no,no,no,
800,2,3,sene,2,quintal,2,mix,cash,2200,1100,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,90,60,man,100,,no,,no,no,no,
801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,2,2,nehase,.13,quintal,.13,mix,cash,100,800,farmer-trader in the village,there is no real difference with other traders,local(weekly) market,no,no,,by foot,0,150,60,woman,100,,no,,no,no,yes,no
802,2,1,ginbot,.13,quintal,.13,mix,cash,100,800,farmer-trader in the village,there is no real difference with other traders,local(weekly) market,no,no,,by foot,0,150,30,woman,100,,no,,no,no,yes,no
803,1,1,yekatit,50,kilogrammes,.5,mix,cash,400,800,farmer-trader in the village,there is no real difference with other traders,local(weekly) market,no,no,,other donkeys,0,180,120,man,100,,no,,no,no,yes,no
804,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,1,1,ginbot,1,quintal,1,mix,cash,800,800,consumer,there is no real difference with other traders,local(weekly) market,no,no,,other donkeys,0,180,300,woman,100,,no,,no,no,yes,yes
807,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,3,3,meskerem,30,kilogrammes,.30000001,mix,cash,337,1123,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,60,420,woman,100,,no,,no,no,yes,yes
809,3,2,hamle,50,kilogrammes,.5,red,cash,370,740,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,60,420,woman,100,,no,,no,no,yes,yes
809,3,1,megabit,70,kilogrammes,.69999999,mix,cash,577,824,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,60,420,woman,100,,no,,no,no,yes,yes
810,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,1,1,megabit,1,quintal,1,mix,cash,600,600,farmer-trader in the village,he pays immediately,local(weekly) market,no,no,,own donkey,20,30,40,woman,100,,no,,no,no,yes,no
813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1,1,yekatit,.5,quintal,.40000001,mix,cash,300,600,farmer-trader in the village,he pays immediately,local(weekly) market,no,no,,by foot,10,120,4,woman,100,,no,,no,no,no,
815,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1,1,miazia,.75,quintal,.75,mix,cash,700,933,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,other donkeys,0,180,240,woman,100,,no,,no,no,no,
819,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,1,1,miazia,.5,quintal,.5,mix,cash,300,600,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,own donkey,0,180,300,woman,100,,no,,no,no,yes,no
825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,1,1,tir,3,kilogrammes,.029999999,mix,cash,24,800,farmer-trader in the village,he accepts small quantities,local(weekly) market,yes,no,,by foot,0,180,1,woman,100,,no,,no,no,yes,yes
827,1,1,ginbot,12,kilogrammes,.12,mix,cash,120,1000,consumer,there is no real difference with other traders,local(weekly) market,no,no,,by foot,0,360,90,man,100,,no,,no,no,no,
828,3,3,ginbot,20,kilogrammes,.2,mix,cash,150,750,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,300,120,woman,100,,no,,no,no,yes,yes
828,3,2,pagume,15,kilogrammes,.15000001,mix,cash,113,750,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,300,120,man,100,,no,,no,no,yes,yes
828,3,1,hamle,15,kilogrammes,.15000001,mix,cash,113,750,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,300,120,man,100,,no,,no,no,yes,yes
829,1,1,ginbot,23,kilogrammes,.23,mix,cash,230,1000,consumer,there is no real difference with other traders,trader shop (fixed),no,no,,by foot,0,180,180,woman,100,,no,,no,no,yes,yes
830,2,1,megabit,33,sahin/lotery,.5,mix,cash,400,800,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,60,60,woman,100,,no,,no,no,yes,yes
830,2,2,miazia,33,sahin/lotery,.5,mix,cash,400,800,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,60,60,woman,100,,no,,no,no,yes,yes
