hhid,sectionf31,sectionf32,sectionf33,sectionf34,sectionf35,sectionf36,sectionf37,sectionf38,sectionf39,sectionf310,sectionf311
1050,3,1,.2,1,.2,2,0,,0,,0
1050,5,1,.5,1,.5,2,0,,0,,0
1051,1,3,.2,1,.2,1,1,30,10,none,12
1051,2,3,.30000001,1,.30000001,1,1,30,10,none,12
1052,3,1,1,1,1,2,1,20,60,2-4-d,40
1053,2,1,.2,1,.1,2,0,,13,do not know,13
1053,4,1,.40000001,1,.2,2,0,,26,do not know,26
1053,6,1,.2,1,.1,2,0,,13,do not know,13
1053,7,1,.40000001,1,.2,2,0,,26,do not know,26
1054,1,1,1,1,.5,2,0,,48,do not know,35
1054,2,1,.5,1,.5,2,0,,16,do not know,15
1054,3,1,.5,1,.5,2,0,,16,do not know,20
1054,6,1,.5,1,.5,2,0,,16,do not know,20
1055,2,1,.5,1,.5,1,1,45,60,do not know,0
1056,1,1,.5,1,.25,1,1,21,36,none,0
1056,2,1,.25,1,.25,1,1,25,24,none,0
1056,4,1,.25,1,.25,1,1,30,24,none,0
1056,5,1,.75,1,.5,1,1,30,48,none,0
1057,1,1,.5,1,.25,1,1,35,18,none,0
1057,4,1,.5,1,.5,1,1,30,12,none,0
1058,1,1,.25,1,.25,1,1,25,10,none,0
1058,5,1,.5,1,.25,1,1,25,20,none,0
1059,1,1,.5,1,.5,2,2,30,15,2-4-d,42
1059,2,1,.5,1,.5,2,2,30,30,2-4-d,60
1059,4,1,.5,1,.5,2,2,30,15,2-4-d,20
1060,3,1,.5,2,.5,2,1,30,35,2-4-d,60
1060,4,1,.5,2,.25,2,1,30,15,2-4-d,30
1061,1,1,.15000001,1,.1,1,1,30,16,do not know,15
1061,1,3,1,1,.5,1,1,30,54,do not know,75
1061,2,1,.15000001,1,.1,1,1,30,16,do not know,15
1061,5,3,1,1,.5,1,1,30,40,do not know,60
1062,1,1,1,2,.5,2,1,35,60,2-4-d,80
1062,3,1,1,2,.5,2,1,35,90,2-4-d,80
1062,4,1,.5,2,.5,2,1,35,30,2-4-d,40
1062,7,1,2,2,1,2,1,35,90,2-4-d,80
1063,5,1,.5,3,.5,3,3,30,0,,60
1064,2,1,1,1,1,2,1,30,30,do not know,40
1065,3,1,.1,1,.1,1,2,30,22.5,2-4-d,22.5
1065,4,1,.2,1,.2,1,2,30,45,2-4-d,45
1065,5,1,.1,1,.1,1,2,30,22.5,2-4-d,25
1065,6,1,.1,1,.050000001,1,2,30,15,2-4-d,15
1066,3,1,.25,1,.13,1,1,30,20,none,0
1066,5,1,.25,1,.13,1,1,30,20,none,0
1066,7,1,1,1,.5,1,1,30,40,none,0
1067,3,1,1.25,1,.63,2,1,25,36,do not know,0
1068,1,2,1,1,.5,1,1,30,48,none,0
1069,2,1,.5,1,.5,1,2,45,55,none,0
1070,1,1,1,1,.5,2,1,30,40,2-4-d,0
1070,2,1,1.12,0,.5,2,1,30,50,2-4-d,0
1070,3,1,1,1,.25,2,1,30,30,2-4-d,0
1071,1,1,.5,1,.25,1,2,40,20,2-4-d,0
1072,2,1,.5,1,.25,2,1,30,25,2-4-d,0
1072,4,1,.5,1,.25,2,1,21,25,2-4-d,0
1072,5,1,.30000001,1,.2,2,1,30,18,2-4-d,0
1073,1,1,.5,1,.25,2,1,30,24,2-4-d,0
1074,1,1,.25,1,.2,2,1,45,15,2-4-d,0
1074,2,1,.2,1,.15000001,2,1,45,10,2-4-d,0
1074,3,1,.5,1,.30000001,2,1,45,20,2-4-d,0
1075,1,2,.40000001,1,.40000001,1,1,40,70,2-4-d,137
1075,2,1,.5,1,.5,2,1,40,70,2-4-d,137
1075,3,1,.5,1,.5,2,1,40,70,2-4-d,137
1075,5,1,.5,1,.5,2,1,40,70,2-4-d,137
1076,2,1,2,1,2,2,1,30,40,2-4-d,133
1077,2,1,.5,1,.5,2,2,30,25,do not know,0
1077,6,1,.5,1,.5,2,2,35,25,do not know,0
1077,7,1,.37,1,.37,2,2,40,20,do not know,0
1078,2,1,.37,1,.2,1,1,30,24,do not know,0
1078,2,2,.13,1,.050000001,1,1,35,12,do not know,0
1079,2,1,.5,1,.5,1,1,15,72,2-4-d,0
1080,1,1,1,1,.5,1,2,15,40,2-4-d,0
1080,4,1,.5,1,.25,1,2,15,15,2-4-d,0
1080,6,1,.5,1,.25,1,2,15,11,2-4-d,0
1081,2,1,.5,1,.25,2,1,30,36,2-4-d,45
1081,3,1,.1,1,.1,2,1,30,12,2-4-d,15
1081,5,1,.5,1,.25,2,1,30,36,2-4-d,45
1081,6,1,.2,1,.15000001,2,1,30,24,2-4-d,30
1082,1,1,.5,1,.5,2,1,30,33,2-4-d,0
1082,2,1,.5,1,.25,2,1,30,22,2-4-d,0
1082,3,1,.5,1,.5,2,1,30,33,2-4-d,45
1082,3,2,.5,1,.5,2,1,30,33,2-4-d,45
1083,1,1,.25,1,.15000001,1,2,30,12,2-4-d,0
1083,3,1,1,1,.5,1,0,,60,2-4-d,0
1084,2,1,.5,1,0,,2,30,48,none,88
1084,3,2,.30000001,1,0,,2,30,36,none,0
1084,4,1,.2,1,0,,2,30,24,none,0
1085,1,2,0,,0,,1,30,0,,0
1085,4,1,.5,1,0,,1,30,0,,0
1086,3,1,.5,1,.1,1,1,30,48,none,0
1086,5,1,1,1,.5,1,1,30,72,none,28
1087,3,1,.5,1,.25,1,1,30,20,2-4-d,0
1087,4,1,.75,1,.25,1,1,30,30,2-4-d,0
1088,1,1,.40000001,1,.1,1,1,42,20,2-4-d,0
1089,3,1,.14,1,.1,1,1,21,10,2-4-d,0
1089,5,1,.5,1,.5,2,1,21,30,2-4-d,0
1090,1,1,.5,1,.5,2,0,,60,2-4-d,60
1091,1,1,.5,1,.25,1,1,30,24,none,0
1091,2,1,.5,1,.5,1,1,30,36,none,0
1092,2,1,1,1,1,2,0,,50,2-4-d,0
1092,3,1,.30000001,1,.2,2,0,,24,2-4-d,0
1093,2,1,0,,0,,2,21,0,,0
1094,3,1,1,1,.5,2,2,30,0,,0
1094,6,2,.5,1,.25,2,2,30,0,,0
1094,7,1,1,1,.5,2,2,30,48,2-4-d,0
1161,2,2,.5,1,.5,1,1,40,85,do not know,0
1161,6,1,.5,1,.5,1,1,40,36,do not know,0
1162,1,2,.25,1,.25,1,1,40,24,do not know,0
1162,3,1,.25,1,.25,1,1,40,50,do not know,0
1163,2,1,.25,1,.25,1,1,40,80,2-4-d,0
1164,1,1,.5,1,.5,1,1,60,120,do not know,0
1165,1,1,0,,0,,1,60,82,do not know,0
1166,1,1,.5,1,.5,1,1,60,82,do not know,0
1167,1,1,.25,1,.25,1,1,60,160,2-4-d,0
1168,1,1,1,1,1,1,1,60,80,2-4-d,0
1169,1,1,1,1,1,1,1,40,120,2-4-d,0
1169,2,1,.69999999,1,.69999999,1,1,40,100,2-4-d,0
1169,3,1,.69999999,1,.69999999,1,1,40,100,2-4-d,0
1170,1,1,.2,1,0,,1,32,66,2-4-d,0
1170,2,1,.30000001,1,0,,1,32,44,2-4-d,0
1171,1,1,.25,1,.25,1,1,38,42,do not know,0
1171,2,1,.25,1,.25,1,1,38,24,do not know,0
1172,1,1,.40000001,1,.40000001,1,1,60,80,2-4-d,0
1172,2,1,.44999999,1,.44999999,1,1,60,100,2-4-d,0
1172,3,1,.15000001,1,.15000001,1,1,60,60,2-4-d,0
1173,1,1,.85000002,1,0,,1,55,48,2-4-d,0
1173,2,1,.64999998,1,0,,1,55,24,2-4-d,0
1173,3,1,.25999999,1,0,,1,55,24,2-4-d,0
1174,1,1,0,,0,,1,54,10.5,do not know,0
1174,2,1,0,,0,,1,54,18,do not know,0
1175,1,1,0,,0,,1,60,28,2-4-d,0
1176,1,1,.2,1,0,,1,45,34,2-4-d,0
1176,2,1,.30000001,1,0,,1,45,53,2-4-d,0
1177,2,1,.5,1,0,,1,46,24,do not know,0
1177,3,1,.34999999,1,0,,1,46,13,do not know,0
1177,4,1,.37,1,0,,1,46,13,do not know,0
1177,5,1,.30000001,1,0,,1,46,12,do not know,0
1178,1,1,1,1,0,,1,54,48,2-4-d,0
1179,1,1,.25,1,0,,1,47,30,2-4-d,0
1179,2,1,.30000001,1,0,,1,47,30,2-4-d,0
1179,3,1,1.5,1,.5,1,1,47,64,2-4-d,0
1180,1,1,.12,1,0,,1,54,16,2-4-d,0
1181,4,1,0,,0,,1,40,24,do not know,0
1182,1,1,0,,0,,1,45,24,2-4-d,0
1182,2,1,.25,1,.25,1,1,45,40,2-4-d,0
1182,6,1,0,,0,,1,45,32,2-4-d,0
1183,2,1,.25,1,.25,1,1,45,32,do not know,0
1183,3,1,.25,1,.25,1,1,45,64,do not know,0
1184,3,1,.07,1,.07,1,1,45,20,do not know,0
1185,1,1,0,,0,,1,45,85,do not know,0
1186,1,1,.75,1,.25,1,1,45,88,2-4-d,0
1186,2,1,.75,1,.25,1,1,45,88,2-4-d,0
1187,5,1,.5,1,.5,1,1,30,80,2-4-d,0
1187,6,1,.60000002,1,.5,1,1,30,90,2-4-d,0
1187,7,1,.12,1,.12,1,1,30,20,2-4-d,0
1188,1,1,1,1,0,,1,60,97,2-4-d,0
1188,2,1,.5,1,0,,1,60,48,2-4-d,0
1189,1,1,0,,0,,1,60,75,do not know,0
1190,1,1,.75,1,0,,1,60,75,2-4-d,0
1190,2,1,1.5,1,0,,1,60,150,2-4-d,0
1191,1,1,1,2,0,,1,60,150,do not know,0
1192,1,1,1,1,0,,1,50,75,do not know,0
1193,1,1,1,1,0,,1,40,87,do not know,0
1194,1,1,.75,1,0,,1,60,75,2-4-d,0
1194,2,1,.5,1,0,,1,60,35,2-4-d,0
1194,7,1,.5,1,0,,1,60,26,2-4-d,0
1195,1,1,1,1,.25,1,1,45,110,2-4-d,0
1195,2,1,.5,1,.25,1,1,45,43,2-4-d,0
1195,3,1,.30000001,1,.14,1,1,45,24,2-4-d,0
1196,3,1,.5,1,.75,1,1,45,80,2-4-d,0
1196,4,1,.5,1,.75,1,1,40,120,2-4-d,0
1197,1,1,.25,1,0,,1,60,13,do not know,0
1197,2,1,.25,1,0,,1,60,13,do not know,0
1197,4,1,.25,1,0,,1,60,13,do not know,0
1197,5,1,.25,1,0,,1,60,13,do not know,0
1198,2,1,.5,1,.25,1,1,30,32,2-4-d,0
1198,3,1,1,1,.25,1,1,30,130,2-4-d,0
1199,1,3,.25,1,.25,1,1,45,21,2-4-d,0
1199,1,4,.25,1,.25,1,1,45,21,2-4-d,0
1200,2,1,1,1,.5,1,1,45,140,2-4-d,0
1200,3,1,1,1,.25,1,1,45,120,2-4-d,0
532,2,1,.5,1,.5,2,0,,34,2-4-d,34
532,4,1,.1,1,.2,2,0,,17,2-4-d,17
547,3,1,.5,1,.5,1,1,40,40,2-4-d,0
523,2,1,.30000001,1,.44999999,2,0,,34,2-4-d,42
523,3,1,.2,1,.30000001,2,0,,22,2-4-d,26
523,4,1,.25,1,.34999999,2,0,,26,2-4-d,32
523,6,1,.5,1,.80000001,2,0,,60,2-4-d,65
523,7,1,.15000001,1,.2,2,0,,12,2-4-d,20
523,10,1,.25,1,.30000001,2,0,,24,2-4-d,38
524,3,1,1,1,.80000001,2,1,28,16,2-4-d,40
524,4,1,.30000001,1,.25,2,1,30,8,2-4-d,20
555,1,3,.25,1,.25,2,1,15,20,2-4-d,0
555,2,1,.15000001,1,.15000001,2,1,15,10,2-4-d,0
555,5,1,.15000001,1,.15000001,2,1,15,10,2-4-d,0
555,7,1,.25,1,.25,2,1,16,20,2-4-d,0
555,8,1,.15000001,1,.15000001,2,1,16,10,2-4-d,0
553,1,2,1,1,1.5,2,0,,50,2-4-d,64
553,1,3,1,1,1.5,2,0,,68,2-4-d,78
553,2,1,.5,1,1,2,0,,28,2-4-d,32
553,2,2,.5,1,1,2,0,,28,2-4-d,32
553,3,1,.25,1,.5,2,0,,14,2-4-d,16
554,1,1,1,1,1.5,2,0,5,36,2-4-d,48
554,7,1,1,1,1,2,0,,25,2-4-d,24
554,8,1,1,1,1,2,0,,25,2-4-d,24
552,1,3,1.5,1,1.5,2,0,,75,2-4-d,93
552,2,1,.5,1,.5,2,0,,45,2-4-d,62
552,5,1,.25,1,.25,1,0,,25,2-4-d,62
552,6,1,.25,1,.25,1,0,,15,2-4-d,31
552,8,1,.25,1,.25,1,0,,15,2-4-d,31
562,1,1,.5,1,.69999999,2,0,,18,2-4-d,28
562,2,1,1,1,1,2,0,,28,2-4-d,36
567,2,1,.079999998,1,.079999998,1,1,33,8,2-4-d,0
567,8,1,.34999999,1,.47,2,1,30,16,2-4-d,0
567,9,1,.059999999,1,.059999999,1,1,35,8,2-4-d,0
567,10,1,.13,1,.18000001,2,1,36,8,2-4-d,0
567,12,1,.13,1,.18000001,2,1,32,8,2-4-d,0
563,1,1,.5,1,.5,2,1,60,16,2-4-d,0
563,2,1,.25,1,.15000001,2,0,,8,2-4-d,0
563,5,1,.15000001,1,.1,2,0,,8,2-4-d,0
565,1,1,.40000001,1,.18000001,2,0,,5,do not know,0
565,2,1,1,1,.18000001,2,0,,20,do not know,0
565,3,1,1,1,.1,1,0,,20,do not know,0
569,1,1,.5,1,0,,0,,20,2-4-d,0
574,1,1,1.5,1,1,2,0,,47,none,82
574,2,1,1.5,1,1,2,0,,47,none,82
571,2,1,2,1,2,2,1,not available,49,2-4-d,120
571,4,1,1,1,.5,2,1,not available,21,2-4-d,27
571,6,1,1,1,1,2,1,not available,21,2-4-d,27
571,7,1,1,1,1,2,1,not available,21,2-4-d,27
572,4,1,.60000002,1,.25,2,1,20,15,2-4-d,48
572,5,1,.2,1,.12,2,1,20,5,2-4-d,16
572,6,1,.2,1,.12,2,1,20,5,2-4-d,16
572,7,1,.1,1,.1,2,1,25,4,2-4-d,14
572,8,1,.2,1,.12,2,1,20,5,2-4-d,16
572,9,1,.2,1,.12,2,1,20,5,2-4-d,16
566,2,1,1,1,1,1,1,40,48,2-4-d,0
566,5,1,.2,1,.2,1,1,40,8,2-4-d,0
561,1,1,.40000001,1,.27000001,2,2,30,10,2-4-d,22
561,3,1,.30000001,1,.2,2,2,30,5,2-4-d,15
561,4,1,.34999999,1,.18000001,2,2,30,5,2-4-d,15
561,5,1,.80000001,1,.31999999,2,2,30,10,2-4-d,30
561,11,1,.40000001,1,.27000001,2,2,30,10,2-4-d,0
570,1,4,1.5,1,1,1,0,,31,2-4-d,0
570,2,1,.75,1,.5,1,0,,28,2-4-d,0
570,4,1,.75,1,.5,1,0,,14,2-4-d,0
564,2,1,1,1,.75,2,1,20,30,2-4-d,0
564,3,1,.5,1,.44999999,2,1,22,20,2-4-d,0
564,5,1,.15000001,1,.25,2,1,22,10,2-4-d,0
558,2,2,.5,1,.5,2,1,30,30,2-4-d,0
558,4,1,.75,1,.34999999,2,1,30,30,2-4-d,0
557,3,1,.30000001,1,.1,1,1,30,12,2-4-d,0
557,4,1,.5,1,.25,1,1,30,36,2-4-d,0
556,2,2,1,1,.5,2,1,21,16,2-4-d,0
551,1,1,.5,1,.5,2,0,,23,2-4-d,57
551,2,1,.1,1,.1,2,0,,6,2-4-d,10
551,5,1,1,1,1,2,0,,40,2-4-d,77
576,1,1,.44999999,1,.2,2,0,,14,do not know,23.200001
576,2,1,.5,1,.34999999,2,0,,18,do not know,31.6
576,3,1,.2,1,.1,2,0,,10,do not know,15.8
576,4,1,.5,1,.34999999,2,0,,18,do not know,31.6
576,5,1,1,1,.5,2,0,,28,do not know,45.400002
559,2,1,3,1,1.25,2,2,20,70,2-4-d,0
560,3,1,.30000001,1,.2,2,1,14,12,2-4-d,0
568,1,3,.25,1,.5,2,1,40,21,2-4-d,0
568,2,1,.5,1,1,2,1,40,96,2-4-d,0
575,1,1,1.5,1,1,2,0,,48,2-4-d,38
575,2,1,.5,1,.5,2,0,,12,2-4-d,14
575,3,1,.5,1,.5,2,0,,12,2-4-d,14
573,1,1,.2,1,.25,2,0,,0,,30
573,1,2,.2,1,.25,2,0,,0,,30
536,1,1,.30000001,1,.15000001,2,0,,20,2-4-d,0
536,2,1,.30000001,1,.34999999,2,1,don't know,15,2-4-d,0
536,3,1,.30000001,1,.34999999,2,1,don't know,15,2-4-d,0
536,4,1,.25,1,.2,2,1,don't know,20,2-4-d,0
536,9,1,.5,1,.2,2,0,,15,2-4-d,0
536,9,2,.25,1,.2,2,0,,15,2-4-d,0
531,2,1,.25,1,.43000001,2,0,,9,2-4-d,14
531,3,1,.15000001,1,.30000001,2,0,,4.5,2-4-d,7
531,4,1,.44999999,1,.69999999,2,0,,9,2-4-d,14
531,4,2,1,1,1,2,0,,18,2-4-d,14
531,5,1,.5,1,.68000001,2,0,,9,2-4-d,7
530,4,1,.2,1,.30000001,2,1,35,24,2-4-d,0
530,6,1,.5,1,.1,2,1,35,12,2-4-d,0
533,2,2,.25,1,.25,1,0,,32,2-4-d,38
533,3,1,.5,1,.5,1,0,,32,2-4-d,38
533,3,2,.5,1,.5,1,0,,32,2-4-d,38
535,1,1,.15000001,1,.1,2,1,30,0,,16
535,2,1,1,1,.5,2,1,40,0,,30
535,3,1,.5,1,.25,2,1,30,0,,20
535,4,1,.1,1,.1,2,1,30,0,,12
535,6,1,.15000001,1,.15000001,2,1,30,0,,12
534,3,1,1,1,1,2,0,,34,2-4-d,32
534,4,1,.5,1,.5,2,0,,17,2-4-d,16
534,5,1,.75,1,.75,2,0,,24,2-4-d,24
534,6,1,1.25,1,1.25,2,0,,38,2-4-d,40
534,7,1,.40000001,1,.30000001,2,0,,30,2-4-d,12
537,2,1,.5,1,.5,1,1,60,48,2-4-d,120
537,3,1,.5,1,.25,1,1,60,24,2-4-d,60
537,4,1,.5,1,.25,1,1,60,24,2-4-d,60
538,2,1,1,1,1.5,2,1,40,40,2-4-d,0
538,10,1,1,1,1,2,1,35,35,2-4-d,0
540,2,1,.64999998,1,.44999999,2,1,40,38,2-4-d,30
540,5,1,.40000001,1,.30000001,2,1,40,26,2-4-d,20
540,8,1,.2,1,.15000001,2,1,50,16,2-4-d,10
540,9,1,.2,1,.15000001,2,1,40,16,2-4-d,10
539,2,1,.2,1,.30000001,2,0,,20,2-4-d,34
539,3,1,.2,1,.25,2,1,30,13,2-4-d,17
539,3,2,.2,1,.25,2,1,30,13,2-4-d,17
539,4,1,.15000001,1,.2,2,1,45,0,,17
542,5,2,.5,1,.5,2,1,40,18,2-4-d,0
541,3,1,.25,1,.25,1,1,40,36,2-4-d,0
543,4,1,.75,1,.25,1,1,30,14,2-4-d,35
543,5,1,.25,1,.07,1,1,30,7,2-4-d,0
544,7,1,1,1,.5,2,1,29,15,2-4-d,0
545,3,1,.1,1,.1,2,2,40,12,2-4-d,0
545,4,1,.1,1,.1,2,2,40,12,2-4-d,0
545,6,2,.07,1,.050000001,2,2,40,6,2-4-d,0
528,3,1,.2,1,.16,2,0,,14,2-4-d,17
528,4,1,.2,1,.16,2,0,,14,2-4-d,17
527,2,1,.40000001,1,.34999999,2,2,35,25,2-4-d,0
527,3,1,.25,1,.2,2,1,30,13,2-4-d,0
527,5,1,.40000001,1,.34999999,2,1,35,13,2-4-d,0
527,6,1,.25,1,.2,2,1,35,13,2-4-d,0
527,8,1,.25,1,.25,2,1,30,13,2-4-d,0
526,2,1,.30000001,1,.40000001,2,1,30,16,2-4-d,0
526,5,1,.30000001,1,.30000001,1,1,30,12,2-4-d,0
526,8,1,.30000001,1,.30000001,1,1,30,12,2-4-d,0
525,2,1,.5,1,.37,2,1,30,24,2-4-d,30
525,3,1,.5,1,.37,2,1,30,24,2-4-d,30
525,4,1,.69999999,1,.75,2,2,35,24,2-4-d,30
525,5,1,.40000001,1,.19,2,2,36,15,2-4-d,20
522,2,1,1,1,3,3,2,30,67,2-4-d,130
522,3,1,1,1,2,2,2,30,50,2-4-d,100
522,4,1,.5,1,1,2,2,35,17,2-4-d,30
522,6,1,.5,1,1,2,2,35,34,2-4-d,45
522,7,1,0,,0,,2,35,17,2-4-d,30
521,3,1,.2,1,.2,2,1,20,14,2-4-d,12.5
521,4,1,.2,1,.2,2,1,20,14,2-4-d,12.5
521,5,1,.2,1,.2,2,1,20,14,2-4-d,12.5
521,6,1,.2,1,.2,2,1,15,14,2-4-d,12.5
529,2,1,1,1,.5,2,1,25,50,2-4-d,50
546,2,2,.15000001,1,.07,1,1,60,18,2-4-d,0
548,4,1,.5,1,.5,1,1,60,26,2-4-d,0
549,6,1,.2,1,.2,1,1,55,12,2-4-d,0
549,7,1,.5,1,.5,1,1,55,18,2-4-d,0
577,5,1,0,,1,not available,1,14,19,not available,35
550,2,1,.25,1,.34999999,2,1,55,18,2-4-d,0
550,3,1,.25,1,.40000001,2,1,65,20,2-4-d,0
579,2,1,1,1,1,2,0,,75,2-4-d,150
579,3,1,.5,1,.5,2,0,,45,2-4-d,90
579,5,1,.5,1,.25,2,0,,30,2-4-d,60
579,6,1,.5,1,.25,2,0,,30,2-4-d,60
580,2,1,1,1,.5,2,0,,18,do not know,120
580,3,1,.5,1,.25,2,0,,6,do not know,30
580,4,1,.5,1,.25,2,0,,6,do not know,30
578,1,1,1,1,1.5,2,0,,33,2-4-d,39.900002
578,2,1,2,1,3,2,0,,55,2-4-d,66.5
578,3,1,.5,1,.69999999,2,0,,22,2-4-d,26.6
613,1,1,.80000001,1,.40000001,2,1,37,68,2-4-d,0
613,3,1,.2,1,.1,2,1,60,24,2-4-d,0
614,2,1,.5,1,.25,1,0,,12,do not know,0
612,1,1,.5,1,.2,2,0,,20,do not know,30
612,2,1,.2,1,.1,1,0,,10,do not know,15
611,6,1,.5,1,0,,0,,10,do not know,0
611,9,1,.25,1,.25,1,0,,10,do not know,0
615,4,1,.5,1,.25,2,0,,0,,28
615,5,1,.029999999,1,.02,1,0,,0,,6
616,2,1,1,1,1,2,0,,40,2-4-d,65
616,4,1,.5,1,.5,2,0,,20,2-4-d,30
616,5,1,.5,1,.5,2,0,,20,2-4-d,30
617,1,1,.5,1,.5,2,1,30,20,do not know,30
617,3,1,.30000001,1,.30000001,2,2,30,10,do not know,15
617,5,1,.60000002,1,.60000002,2,1,30,25,do not know,45
617,7,1,.5,1,.5,2,0,,20,do not know,30
618,1,2,.1,1,.1,2,0,,10,do not know,15
618,2,1,.5,1,.25,2,0,,30,do not know,30
618,2,2,.5,1,.25,2,0,,30,do not know,30
619,1,2,.5,1,.5,2,2,21,0,,48
619,2,1,.25,1,.25,2,2,21,0,,24
619,3,1,.25,1,.25,2,2,21,0,,24
619,4,1,.25,1,.25,2,2,21,0,,24
621,1,1,.18000001,1,.14,2,1,21,15,do not know,15
621,2,1,.15000001,1,.1,2,1,30,15,do not know,15
621,4,1,.15000001,1,.15000001,2,1,21,15,do not know,15
621,5,2,.079999998,1,.079999998,2,1,30,15,do not know,15
621,6,1,.18000001,1,.14,2,1,21,15,do not know,15
632,1,1,.5,1,.5,2,2,40,28,do not know,35
401,1,1,1,1,1.5,5,2,15,0,,0
401,2,1,1,1,1.5,5,2,17,0,,0
401,3,1,0,,1,3,2,30,0,,0
402,1,1,.25,1,.2,3,2,30,0,,0
402,2,1,.25,1,.2,3,2,30,0,,0
402,3,1,.1,1,.17,3,2,30,0,,0
402,4,1,.25,1,.2,3,2,30,0,,0
403,1,1,.07,1,.07,4,2,15,0,,0
403,2,1,.25,1,.25,4,2,25,0,,0
403,3,1,.25,1,.75,4,2,32,0,,0
404,1,1,.25,1,.5,2,2,25,0,,0
404,1,2,.25,1,.5,2,2,25,0,,0
404,2,1,.25,1,.5,2,2,53,0,,0
405,1,1,.5,1,.75,3,2,20,0,,0
405,2,1,.25,1,.25,3,1,15,0,,0
405,6,1,.25,1,.25,3,1,30,0,,0
406,1,1,.5,1,1,3,2,34,20,do not know,0
406,2,1,.5,1,1,3,2,24,20,do not know,0
406,6,1,.07,1,.07,1,1,30,0,,0
407,1,1,0,,1,5,2,30,0,,0
407,2,1,0,,.5,2,2,30,0,,0
407,3,1,0,,.40000001,1,1,30,0,,0
408,1,1,.5,1,.5,4,2,20,0,,0
408,2,1,0,,.5,3,1,20,0,,0
408,3,1,0,,1,3,1,25,0,,0
409,2,1,0,,.5,3,2,15,0,,0
409,3,1,.25,1,.5,3,1,15,75,do not know,0
410,2,1,0,,.5,3,1,49,0,,0
410,4,1,0,,.25,2,1,45,0,,0
410,5,1,0,,.25,3,1,43,0,,0
410,6,1,0,,.5,2,1,48,10,do not know,0
411,1,1,.5,1,.25,1,1,40,30,do not know,40
411,2,1,.25,1,.12,1,1,40,10,do not know,20
411,3,1,.25,1,.13,1,1,40,10,do not know,20
411,4,1,.5,1,.25,1,2,30,20,do not know,30
411,7,1,.5,1,.25,1,1,20,10,do not know,30
411,9,1,.25,1,.25,1,2,30,0,,20
412,1,2,.5,1,0,,1,30,0,,0
412,3,2,.25,1,0,,2,20,0,,0
413,1,1,.25,1,.1,1,1,30,0,,0
413,2,1,.5,1,.2,1,1,30,0,,0
413,3,1,.5,1,.2,1,1,45,0,,0
414,1,1,.5,1,.25,1,1,45,60,do not know,0
415,1,1,1,1,.5,1,2,30,0,,30
415,2,1,.5,1,.25,1,2,30,0,,0
415,3,1,.25,1,.25,1,2,30,0,,0
416,1,1,.34,1,0,,1,30,0,,0
416,3,1,.059999999,1,0,,1,30,0,,0
416,4,1,.059999999,1,0,,1,30,0,,0
416,5,1,.059999999,1,0,,1,30,0,,0
417,1,1,.25,1,0,,2,50,0,,0
417,1,2,.25,1,0,,2,50,0,,0
418,1,1,.5,1,0,,1,40,0,,0
418,2,1,.25,1,0,,1,40,0,,0
419,1,1,.25,1,0,,2,30,0,,0
419,2,1,.25,1,0,,2,21,0,,0
420,2,1,.17,1,0,,1,37,0,,0
420,6,1,.25,1,0,,1,30,0,,0
421,1,1,.5,1,0,,1,40,0,,0
422,1,1,.5,1,0,,2,35,0,,0
422,2,1,.5,1,0,,1,40,0,,0
423,1,1,.5,1,0,,1,30,0,,0
423,2,1,.75,1,0,,1,30,0,,0
424,1,1,.25,1,0,,1,45,10,2-4-d,0
424,2,1,.25,1,0,,1,45,10,2-4-d,0
424,7,1,.1,1,0,,1,45,10,2-4-d,0
424,8,2,.1,1,0,,1,45,10,2-4-d,0
425,1,1,.5,1,0,,1,21,0,,0
426,1,1,1,1,1.5,2,2,30,0,,0
427,3,1,.12,2,.13,2,1,15,0,,0
427,4,1,.25,2,.25,2,1,30,0,,0
427,5,1,.2,2,.30000001,2,1,20,0,,0
427,6,1,.2,2,.30000001,2,1,30,0,,0
427,7,1,.2,2,.30000001,2,1,25,0,,0
427,8,1,.2,2,.30000001,2,1,20,0,,0
428,1,1,0,,.5,3,1,51,20,do not know,0
428,2,2,0,,.25,3,0,,10,do not know,0
429,2,1,.25,2,.25,2,1,15,0,,0
430,1,1,.25,2,1,3,2,30,0,,0
430,3,1,.25,2,1,3,2,30,0,,0
430,4,1,.1,1,.5,2,2,30,0,,0
431,2,1,.25,1,.25,2,2,21,0,,0
431,3,1,.25,1,.25,2,2,21,0,,0
431,4,1,.25,1,.25,2,2,21,0,,0
431,5,1,.25,1,.25,2,1,21,0,,0
432,2,1,.25,1,.25,2,1,30,0,,0
432,3,1,.25,1,.25,2,1,30,0,,0
432,4,1,.25,1,.25,2,1,30,0,,0
432,5,1,.25,1,.25,2,1,30,0,,0
433,1,1,.25,1,.25,2,1,21,0,,0
433,2,1,.25,1,.25,2,1,21,0,,0
434,3,1,0,,1,2,1,40,0,,0
434,6,1,.13,1,.13,2,2,30,0,,0
435,2,1,.25,1,.25,2,2,40,0,,0
436,3,1,.25,1,.60000002,3,1,60,0,,0
436,4,1,0,,.30000001,2,1,60,0,,0
436,5,1,.25,1,.60000002,3,1,60,0,,0
437,1,1,0,,.25,2,1,21,0,,0
437,3,1,0,,.25,2,1,21,0,,0
438,3,1,0,,1.5,3,1,30,0,,0
